,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
4320,28.241999999999997,1009.2,67.783,4.3139,29.628,1099.8,546.15,146.44,13.145,1.9161,54.455
4321,27.6,1009.7,72.235,4.3707,30.055999999999997,1099.9,544.39,147.28,13.252,1.9005,54.806999999999995
4322,27.094,1009.5,75.433,4.2774,29.366,1099.9,546.85,145.73,13.087,1.4806,55.321000000000005
4323,26.660999999999998,1009.1,76.469,4.3079,29.709,1099.9,545.82,146.58,13.168,1.4595,55.247
4324,26.214000000000002,1009.0,78.798,4.2395,29.28,1099.7,546.97,145.62,13.054,1.6540000000000001,55.852
4325,25.488000000000003,1008.6,81.565,4.2228,28.953000000000003,1098.4,547.15,144.93,13.014000000000001,0.84555,53.293
4326,25.149,1008.5,82.00200000000001,4.2659,29.320999999999998,1100.1,547.09,146.08,13.095999999999998,0.9333899999999999,54.391000000000005
4327,24.929000000000002,1008.3,81.945,4.3208,29.999000000000002,1100.2,545.25,147.16,13.164000000000001,1.2254,55.085
4328,24.86,1008.4,81.984,4.2694,29.558000000000003,1100.1,546.45,146.66,13.118,1.2085,54.54600000000001
4329,24.639,1008.5,81.779,4.3259,29.904,1099.9,545.24,147.5,13.155,1.1541,54.208
4330,24.465,1008.6,82.425,4.2976,29.646,1099.8,546.21,146.96,13.119000000000002,1.5231,55.381
4331,25.000999999999998,1008.7,79.917,4.3681,30.253,1100.0,544.25,148.11,13.253,1.2522,54.8
4332,26.156999999999996,1008.6,68.584,4.3464,30.075,1099.9,544.72,147.84,13.216,1.3329,55.787
4333,28.343000000000004,1008.5,62.211999999999996,4.4216,30.29,1100.0,544.0,147.86,13.253,1.4356,55.678000000000004
4334,30.133000000000003,1008.5,59.471000000000004,4.4326,30.144000000000002,1100.0,544.98,146.84,13.193,1.3231,55.098
4335,30.969,1008.5,54.632,4.4317,30.031,1100.0,545.41,146.7,13.187999999999999,1.1395,54.401
4336,31.403000000000002,1008.5,55.81100000000001,4.3212,29.14,1099.6,548.15,144.63,13.033,1.3518,54.968999999999994
4337,31.701,1008.4,52.513000000000005,4.4963,30.325,1099.9,544.51,147.38,13.252,1.619,54.623000000000005
4338,31.776999999999997,1008.2,53.111999999999995,4.396,29.642,1100.0,546.71,146.06,13.107000000000001,1.5168,53.685
4339,31.647,1007.8,53.077,4.4207,29.961,1100.0,545.69,146.86,13.099,1.7687,54.815
4340,31.249000000000002,1007.6,56.26,4.4087,29.919,1100.0,545.69,146.74,13.132,1.9117,56.37
4341,30.784000000000002,1007.6,58.803999999999995,4.3614,29.665,1100.0,546.62,146.14,13.118,1.9322,57.418
4342,30.18,1007.9,59.68899999999999,4.3746,29.677,1099.9,546.42,146.42,13.112,2.0429,56.964
4343,29.397,1008.4,63.619,4.4238,30.138,1100.0,544.75,147.29,13.212,1.9661,54.732
4344,28.513,1008.6,68.805,4.3180000000000005,29.451,1099.9,547.05,145.83,13.061,1.8306,54.41
4345,27.826999999999998,1008.8,72.704,4.3367,29.631999999999998,1100.1,546.22,146.21,13.100999999999999,1.9885,53.489
4346,27.473000000000003,1009.1,75.503,4.2788,29.25,1099.3,547.22,144.88,13.03,1.7348,53.373999999999995
4347,27.296999999999997,1009.0,77.854,4.2254,28.89,1099.4,548.38,144.2,12.950999999999999,1.7234,53.7
4348,27.153000000000002,1008.9,79.03399999999999,4.3021,29.28,1099.5,547.11,144.97,13.075999999999999,2.1124,54.428000000000004
4349,26.962,1008.6,80.021,4.2503,29.069000000000003,1099.3,547.39,144.66,13.044,1.9626,55.786
4350,26.84,1008.4,79.495,4.3391,29.725,1099.8,545.95,146.22,13.19,1.9744,55.85
4351,26.798000000000002,1008.4,78.84100000000001,3.4888,23.43,1066.4,547.24,121.43,11.5,3.7025,50.733000000000004
4352,26.377,1008.3,79.801,3.7743,25.67,1078.2,546.89,130.32,12.056,2.6708,50.218999999999994
4353,25.910999999999998,1008.5,80.72399999999999,4.3162,29.861,1099.6,545.47,146.72,13.145,1.7168,54.355
4354,25.517,1008.9,83.20200000000001,3.0365,20.202,1052.7,549.88,110.43,10.675,4.2816,49.405
4355,26.552,1009.1,82.552,4.3493,29.64,1099.0,545.92,144.83,13.052,1.7102,56.273999999999994
4356,27.855,1009.4,75.635,4.496,30.485,1099.8,543.47,147.2,13.284,1.7025,53.372
4357,28.971999999999998,1009.6,69.813,4.4305,29.915,1099.9,545.32,146.41,13.138,1.6136,53.626999999999995
4358,29.759,1009.8,66.469,4.4286,29.773000000000003,1100.1,545.76,146.18,13.190999999999999,1.1655,51.742
4359,30.421,1010.1,63.591,4.4322,29.826,1099.9,545.79,146.16,13.110999999999999,1.151,51.933
4360,30.805,1010.2,61.608000000000004,4.4102,29.649,1100.2,546.35,146.02,13.084000000000001,1.2705,51.61600000000001
4361,31.105,1010.2,61.516999999999996,4.4185,29.535999999999998,1100.0,546.46,145.92,13.073,1.48,52.05
4362,30.985,1010.2,63.22,4.3759,29.296999999999997,1100.0,547.32,145.37,13.093,1.5163,51.411
4363,30.346999999999998,1010.2,64.52199999999999,4.4315,29.761,1099.9,545.74,146.44,13.140999999999998,1.4763,51.461999999999996
4364,30.061,1010.5,62.663999999999994,4.414,29.795,1100.1,545.65,146.68,13.177,1.5891,51.828
4365,29.497,1011.0,58.59,4.4825,30.43,1100.0,543.35,148.38,13.323,1.6281,52.211999999999996
4366,29.09,1011.3,51.661,4.486000000000001,30.552,1100.0,542.88,149.34,13.369000000000002,1.8529,54.393
4367,28.535,1011.9,53.645,4.4689,30.505,1100.1,542.9,149.26,13.34,1.8868,55.239
4368,27.899,1012.6,57.619,4.3736,29.89,1100.1,545.05,147.88,13.151,1.8332,55.409
4369,27.415,1012.9,55.773999999999994,4.4579,30.498,1100.1,542.76,149.4,13.372,1.9528,56.614
4370,27.215,1013.3,59.031000000000006,4.3738,29.886999999999997,1100.0,544.92,148.09,13.261,1.8194,55.276
4371,26.843000000000004,1013.1,64.185,4.4086,30.115,1100.0,544.19,148.36,13.289000000000001,1.7504,54.46
4372,26.212,1012.6,66.851,4.3493,29.796999999999997,1099.9,545.09,147.91,13.22,1.8288,54.918
4373,25.924,1012.2,68.456,3.8591,26.199,1080.8,546.05,133.23,12.239,2.3975,51.341
4374,25.803,1012.2,68.17399999999999,3.0287,20.113,1052.3,549.99,109.88,10.649000000000001,3.7988,50.321000000000005
4375,25.682,1012.1,64.446,3.0408,20.304000000000002,1053.2,549.94,110.54,10.638,4.059,52.275
4376,25.289,1012.1,63.863,3.0498,20.172,1052.9,550.02,110.4,10.665,3.8288,52.211000000000006
4377,24.695999999999998,1012.2,67.612,2.9997,20.123,1052.6,549.94,110.47,10.654000000000002,3.8316,52.093
4378,24.27,1012.5,69.863,3.0205,19.980999999999998,1051.6,549.96,109.82,10.64,4.4115,52.88399999999999
4379,25.291,1012.6,69.307,3.043,20.243,1052.8,549.96,110.14,10.645,3.7235,49.976000000000006
4380,26.929000000000002,1013.0,64.0,3.7931,25.445,1076.7,546.21,129.43,11.991,2.5813,50.103
4381,27.785,1013.3,60.01,4.4801,30.362,1099.8,543.38,148.8,13.288,1.5807,51.692
4382,28.733,1013.5,55.141999999999996,4.4964,30.409000000000002,1100.0,543.29,148.79,13.282,1.1397,51.50899999999999
4383,29.296999999999997,1013.6,53.47,4.4162,29.84,1099.9,545.24,147.55,13.245999999999999,1.3109,51.86
4384,29.697,1013.6,52.101000000000006,4.4997,30.362,1099.9,543.55,148.62,13.27,1.3486,51.516999999999996
4385,30.096,1013.6,49.57899999999999,4.467,30.078000000000003,1099.9,544.45,148.38,13.234000000000002,1.5966,51.236999999999995
4386,30.349,1013.4,48.51,4.4335,29.688000000000002,1100.1,545.75,147.72,13.114,1.5064,51.543
4387,30.267,1013.3,49.832,4.442,30.011,1099.9,544.83,148.2,13.222999999999999,1.8158,51.598
4388,29.943,1013.2,51.31100000000001,4.4689,30.344,1100.0,543.71,148.86,13.267000000000001,2.1492,52.965
4389,29.448,1013.3,54.731,4.4423,30.081999999999997,1100.0,544.5,148.4,13.257,2.2516,53.453
4390,28.698,1013.5,58.778999999999996,4.4892,30.410999999999998,1100.1,543.29,148.76,13.306,1.9682,52.395
4391,28.095,1013.7,63.005,4.4067,29.944000000000003,1100.0,544.77,147.67,13.208,1.3888,51.736000000000004
4392,27.393,1013.9,68.414,4.3707,29.745,1100.0,545.5,147.01,13.243,1.4182,51.096000000000004
4393,26.999000000000002,1014.3,71.575,4.3829,29.945,1100.0,544.94,147.14,13.189,1.6959,51.445
4394,26.587,1014.0,72.895,4.289,29.171,1099.9,547.27,145.9,13.094000000000001,1.5218,52.41
4395,25.629,1013.7,75.639,4.3258,29.587,1099.8,545.43,147.29,13.192,1.4482,51.788000000000004
4396,24.738000000000003,1013.3,79.70100000000001,4.1795,28.621,1099.1,548.29,145.0,12.918,1.6749,53.519
4397,24.301,1013.1,80.742,4.2807,29.44,1100.0,546.28,147.0,13.152000000000001,1.2658,52.795
4398,23.925,1012.6,80.508,4.3385,29.858,1100.0,544.61,148.37,13.253,1.2501,52.243
4399,23.546999999999997,1012.4,81.533,4.398,30.303,1099.9,543.21,149.2,13.347000000000001,1.6435,53.269
4400,23.561,1012.3,80.494,4.3999,30.4,1100.0,543.23,149.26,13.384,1.913,53.638000000000005
4401,23.314,1012.2,80.158,4.3785,30.326999999999998,1100.0,543.5,149.43,13.295,2.0027,53.381
4402,22.857,1012.2,81.521,4.3327,30.057,1100.0,544.16,148.96,13.288,1.8784,53.738
4403,23.788,1012.3,82.76,4.3485,29.88,1099.7,544.92,147.36,13.200999999999999,1.3471,54.735
4404,25.77,1012.4,78.649,3.0581,20.26,1052.7,550.04,109.99,10.620999999999999,3.5996,48.848
4405,27.97,1012.3,67.551,3.2212,21.303,1057.4,549.41,113.2,10.842,3.3605,48.757
4406,29.266,1012.3,57.657,4.5261,30.593000000000004,1099.9,543.11,148.25,13.311,0.88946,51.895
4407,30.325,1012.2,52.65,4.4494,30.134,1099.9,544.52,147.41,13.243,0.9438799999999999,52.868
4408,30.824,1012.1,50.651,4.4227,29.885,1100.0,545.62,146.98,13.197000000000001,1.2106,53.38399999999999
4409,31.153000000000002,1012.0,47.665,4.4043,29.639,1099.9,546.36,146.87,13.116,1.2826,51.693000000000005
4410,31.568,1011.7,47.73,4.4482,30.022,1100.1,545.29,147.31,13.194,1.3917,51.636
4411,31.634,1011.5,48.044,4.4234,29.87,1100.1,545.72,147.1,13.231,1.5747,52.769
4412,31.506999999999998,1011.2,50.883,4.3652,29.575,1100.0,546.63,146.44,13.104000000000001,1.9419,55.183
4413,31.017,1011.1,53.906000000000006,4.3752,29.631999999999998,1100.0,546.23,146.59,13.204,1.9779,55.247
4414,30.48,1011.0,56.968,3.0911,20.445999999999998,1053.2,549.82,109.47,10.564,4.0303,49.54600000000001
4415,29.362,1011.0,61.568000000000005,3.2313,21.415,1056.7,548.45,113.07,10.948,3.7741,47.038000000000004
4416,28.115,1011.2,67.051,4.4436,30.32,1100.1,543.69,148.0,13.241,1.6856,51.54600000000001
4417,27.12,1011.6,72.43,4.4208,30.23,1099.9,544.04,147.57,13.299000000000001,1.7207,51.943999999999996
4418,26.658,1011.8,75.521,4.3275,29.656999999999996,1100.0,546.16,146.22,13.130999999999998,1.5616,52.532
4419,26.125,1011.5,77.00399999999999,4.3035,29.454,1099.9,546.72,146.2,13.138,1.7523,53.012
4420,25.465,1011.2,79.355,4.3545,29.862,1099.8,545.03,147.25,13.232999999999999,1.7468,53.235
4421,25.201,1010.9,81.597,4.2782,29.081,1099.6,547.15,145.66,13.100999999999999,1.0462,51.736000000000004
4422,25.136999999999997,1010.6,80.212,4.3188,29.612,1099.8,546.21,146.66,13.091,1.3839,53.425
4423,24.644000000000002,1010.1,81.76,4.3321,29.801,1100.0,545.58,147.52,13.157,1.5623,54.369
4424,24.151999999999997,1009.9,82.62799999999999,4.3847,30.136999999999997,1099.9,544.41,148.37,13.258,1.6133,53.81399999999999
4425,23.604,1009.8,82.36399999999999,4.3804,30.035999999999998,1100.0,544.46,148.4,13.26,1.6685,55.041000000000004
4426,22.969,1009.9,83.7,4.3641,30.033,1100.0,544.42,148.65,13.239,1.807,54.813
4427,22.891,1009.8,85.618,4.3198,29.680999999999997,1100.1,545.7,147.88,13.104000000000001,1.2,53.45
4428,24.616999999999997,1010.2,80.28699999999999,4.3912,30.171999999999997,1099.9,544.52,148.04,13.249,1.105,53.928000000000004
4429,26.753,1010.2,67.962,4.3594,29.805,1099.9,545.79,147.21,13.118,1.4469,54.41
4430,28.529,1010.3,61.744,4.4136,30.018,1099.9,545.31,147.14,13.16,0.95295,52.769
4431,29.717,1010.3,57.388999999999996,4.4296,30.199,1099.9,544.72,147.66,13.204,0.9261,53.272
4432,30.186,1010.2,54.326,4.3978,29.979,1099.9,545.68,147.14,13.120999999999999,1.1432,55.143
4433,31.218000000000004,1009.8,52.433,4.3754,29.712,1100.0,546.67,146.55,13.094000000000001,1.9909,56.346000000000004
4434,32.164,1009.5,49.455,4.3849,29.723000000000003,1099.8,546.57,146.66,13.050999999999998,1.9906,56.683
4435,32.181999999999995,1009.1,42.273,4.4085,29.996,1100.0,545.45,147.86,13.162,1.9827,55.619
4436,32.231,1009.1,39.001999999999995,4.4552,30.430999999999997,1099.9,543.85,148.91,13.277000000000001,1.6531,56.062
4437,31.669,1009.1,41.403,4.457,30.363000000000003,1100.0,544.15,148.56,13.262,1.5596,55.756
4438,31.063000000000002,1008.7,38.527,4.5388,30.984,1100.1,542.31,150.07,13.38,1.8657,56.982
4439,30.453000000000003,1008.7,41.748000000000005,4.4137,30.144000000000002,1100.0,545.13,148.13,13.15,2.1264,58.281000000000006
4440,29.302,1008.9,50.221000000000004,4.391,30.111,1100.0,545.41,147.77,13.181,2.1563,57.066
4441,27.656,1008.8,53.534,4.4089,30.425,1100.1,544.11,149.06,13.290999999999999,2.0463,57.718999999999994
4442,26.281,1009.0,61.49,4.2887,29.570999999999998,1100.1,546.8,147.1,13.074000000000002,1.682,56.641000000000005
4443,25.121,1008.9,66.389,4.3374,30.133000000000003,1100.0,544.82,148.77,13.24,1.7121,55.935
4444,23.933000000000003,1008.9,71.312,4.2878,29.772,1100.2,545.85,148.28,13.162,2.006,56.603
4445,23.075,1008.5,76.863,4.3379,30.041999999999998,1100.0,544.82,148.83,13.210999999999999,1.8933,56.902
4446,22.500999999999998,1008.3,79.425,4.3816,30.066999999999997,1100.0,544.6,149.18,13.264000000000001,1.9933,56.63
4447,21.916,1008.1,80.984,4.4422,30.718000000000004,1100.0,542.39,150.91,13.432,2.2947,56.839
4448,21.53,1007.8,83.649,4.3838,30.307,1099.7,543.79,149.99,13.359000000000002,1.7077,56.788000000000004
4449,21.212,1007.8,83.294,4.4553,30.771,1100.0,542.08,151.25,13.34,1.5292,56.501999999999995
4450,20.768,1008.0,84.289,4.3984,30.284000000000002,1100.1,543.75,150.51,13.219000000000001,1.6552,57.816
4451,20.771,1008.0,89.251,4.5102,30.465,1099.9,543.24,150.37,13.315,0.8220799999999999,55.846000000000004
4452,22.019000000000002,1008.0,88.03399999999999,4.4895,30.304000000000002,1100.1,544.0,149.53,13.263,0.87956,55.986999999999995
4453,24.538,1008.2,76.929,4.5051,30.698,1100.0,542.99,149.27,13.325999999999999,1.4932,55.756
4454,27.633000000000003,1008.3,60.129,4.5082,30.160999999999998,1100.0,544.76,148.15,13.212,1.5563,56.247
4455,29.703000000000003,1008.5,46.104,4.5212,30.322,1100.2,544.21,148.83,13.228,1.4454,57.158
4456,31.141,1008.5,43.339,4.4851,30.011,1100.0,545.18,148.25,13.234000000000002,1.6932,58.415
4457,31.805,1008.4,45.99,4.5003,30.304000000000002,1100.0,544.46,148.43,13.247,1.9562,57.952
4458,31.906999999999996,1008.2,46.62,4.4249,29.545,1100.1,546.9,146.84,13.091,1.9313,58.285
4459,32.756,1008.1,44.102,4.4488,29.73,1100.1,546.28,147.39,13.074000000000002,2.0365,57.618
4460,32.86,1008.0,41.117,4.4169,29.41,1100.0,547.4,147.09,13.084000000000001,1.7308,58.144
4461,32.567,1008.0,37.47,4.5489,30.289,1100.0,544.43,149.02,13.241,1.7084,57.692
4462,31.936999999999998,1008.2,42.489,4.4115,29.874000000000002,1100.0,546.0,147.61,13.152999999999999,2.1853,57.217
4463,30.651999999999997,1008.7,54.553000000000004,4.3985,30.128,1099.9,545.21,147.33,13.139000000000001,1.8758,54.498000000000005
4464,29.089000000000002,1008.9,65.559,4.4025,30.01,1100.0,545.54,146.87,13.218,1.744,53.088
4465,28.182,1009.2,59.188,4.4567,30.489,1100.0,543.74,148.23,13.24,2.094,54.633
4466,27.896,1009.2,62.955,4.3019,29.504,1099.8,546.98,146.03,13.071,1.723,55.175
4467,27.035999999999998,1009.3,60.675,4.3501,30.103,1099.9,545.0,148.23,13.208,1.8584,56.108999999999995
4468,25.296999999999997,1009.4,62.428000000000004,4.3074,29.84,1100.0,545.24,148.58,13.187999999999999,1.6832,57.558
4469,23.679000000000002,1009.4,67.654,4.3519,30.221,1099.9,543.96,149.58,13.237,1.1197,55.39
4470,23.073,1009.2,70.194,4.3955,30.63,1100.0,542.65,150.66,13.384,1.2176,55.369
4471,22.733,1009.1,72.688,4.3871,30.521,1099.8,543.16,150.33,13.368,1.3729,56.037
4472,22.29,1009.0,77.458,3.5603,24.3,1069.7,546.62,126.01,11.645999999999999,2.8349,54.971000000000004
4473,22.375,1009.3,80.242,2.9462,20.047,1051.3,550.07,110.47,10.469000000000001,3.747,52.412
4474,22.535999999999998,1009.6,81.512,2.9927,20.117,1051.5,550.17,110.45,10.47,4.177,52.692
4475,22.983,1009.9,81.15100000000001,3.0008,20.21,1052.2,550.06,110.81,10.529000000000002,3.915,53.211999999999996
4476,24.774,1010.3,78.711,4.3998,30.081999999999997,1096.6,543.4,146.31,13.155,2.0197,55.928000000000004
4477,26.941999999999997,1010.8,71.955,4.4529,30.141,1100.0,544.85,146.99,13.133,1.8849,55.93600000000001
4478,28.445999999999998,1010.9,69.309,4.3639,29.456,1099.9,547.02,145.33,13.1,1.4436,55.926
4479,29.561999999999998,1010.8,64.686,4.4042,29.686,1100.0,546.33,145.95,13.038,1.3129,55.369
4480,30.941999999999997,1010.6,56.56100000000001,4.5078,30.103,1100.0,544.92,147.31,13.174000000000001,1.5197,56.262
4481,31.723000000000003,1010.4,54.922,4.4516,29.616,1099.9,546.56,146.45,13.092,1.5034,53.79
4482,32.48,1010.1,49.168,4.4616,29.715,1099.9,546.32,146.91,13.117,1.71,54.611000000000004
4483,33.205,1009.7,45.04600000000001,4.448,29.621,1099.9,546.77,146.75,13.027000000000001,1.7714,55.615
4484,33.558,1009.4,39.830999999999996,4.5634,30.429000000000002,1099.9,544.04,148.28,13.21,2.1073,57.18600000000001
4485,33.819,1009.2,36.539,4.5208,30.160999999999998,1100.0,544.93,147.7,13.199000000000002,2.0064,57.361999999999995
4486,33.466,1009.1,38.828,4.4756,30.11,1100.0,545.28,147.51,13.214,2.1704,57.797
4487,32.073,1009.1,49.396,4.382,29.855999999999998,1099.9,546.35,146.51,13.08,2.3068,57.585
4488,30.116999999999997,1009.1,68.988,4.3165,29.366999999999997,1099.8,547.71,144.4,13.017000000000001,2.3266,54.663000000000004
4489,29.005,1009.3,67.11399999999999,4.4309,30.432,1099.8,544.07,147.1,13.329,2.1,54.92
4490,28.246,1009.4,57.005,4.3885,30.291999999999998,1100.0,544.33,148.06,13.300999999999998,1.7252,57.441
4491,26.539,1009.2,54.476000000000006,4.3431,30.079,1100.1,544.81,148.77,13.205,1.7391,58.803000000000004
4492,25.445,1009.2,57.481,3.647,24.868000000000002,1079.7,549.68,130.06,11.957,2.234,57.195
4493,25.165,1009.2,64.411,3.6826,24.974,1080.4,549.9,130.21,12.007,1.7387,55.78
4494,25.308000000000003,1009.2,64.955,3.7565,25.346,1082.2,549.73,131.5,12.075,1.6128,55.85
4495,25.281,1009.1,69.565,3.696,25.201,1081.3,550.01,130.96,11.882,1.9682,54.538000000000004
4496,25.123,1009.0,76.367,3.7091,25.05,1080.5,550.34,130.52,12.024000000000001,2.1087,51.846000000000004
4497,24.496,1009.0,80.199,3.6948,25.089000000000002,1080.7,550.37,130.97,11.895,2.1465,51.652
4498,24.079,1009.1,82.536,3.6598,25.058000000000003,1080.8,550.34,131.17,11.850999999999999,2.0852,52.358999999999995
4499,24.111,1009.1,84.125,3.7284,25.478,1082.8,550.16,132.53,12.015999999999998,1.6669999999999998,51.886
4500,26.006,1009.3,79.892,3.9129,26.325,1084.9,548.3,134.04,12.232999999999999,1.8002,51.69
4501,27.913,1009.6,71.919,4.4296,29.883000000000003,1099.8,545.75,146.25,13.175,1.8116,54.007
4502,29.319000000000003,1009.8,65.758,4.342,29.164,1099.7,548.04,144.58,13.02,1.5629,55.2
4503,30.509,1009.6,59.06100000000001,4.4019,29.721,1099.9,546.16,145.91,13.109000000000002,1.3118,55.986000000000004
4504,31.65,1009.3,53.318000000000005,4.0794,27.273000000000003,1090.0,548.36,137.11,12.502,1.91,57.43899999999999
4505,32.393,1009.1,52.787,4.4548,29.674,1100.0,546.54,146.66,13.120999999999999,1.8442,55.699
4506,32.525999999999996,1008.9,49.913000000000004,4.5019,29.989,1099.9,545.54,147.38,13.149000000000001,2.0007,56.217
4507,32.933,1008.7,44.961000000000006,4.5466,30.32,1100.0,544.36,148.29,13.222000000000001,1.83,54.989
4508,33.4,1008.5,42.534,4.4659,29.888,1099.6,546.0,147.29,13.133,1.2526,54.341
4509,33.586999999999996,1008.4,41.074,4.5074,30.199,1100.0,545.06,147.96,13.229000000000001,1.167,54.136
4510,33.344,1008.3,40.359,4.5354,30.78,1100.1,543.38,149.0,13.300999999999998,1.4709,55.221000000000004
4511,32.62,1008.6,43.483000000000004,3.8706,25.853,1084.0,549.64,130.88,12.0,2.3414,60.175
4512,31.281,1008.7,51.217,3.8062,25.62,1083.0,550.1,130.48,12.017999999999999,2.3023,57.923
4513,29.799,1008.9,50.42,3.8044,25.563000000000002,1082.8,549.95,130.56,12.065999999999999,2.2295,58.227
4514,27.796999999999997,1009.0,54.626999999999995,3.7252,25.434,1083.1,549.89,131.74,12.116,1.8747,57.531000000000006
4515,25.899,1008.9,61.547,3.7375,25.421,1083.2,549.83,132.31,12.126,1.8004,56.861000000000004
4516,24.775,1008.9,67.98899999999999,3.6155,24.313000000000002,1077.0,549.67,128.21,11.804,2.135,51.99100000000001
4517,23.983,1008.9,73.05199999999999,3.6025,24.728,1079.0,549.93,129.85,11.874,1.6712,50.27
4518,23.529,1008.7,77.498,3.6322,24.579,1077.9,550.34,129.13,11.879000000000001,1.6889,49.527
4519,23.119,1008.4,80.931,3.6025,24.324,1076.9,550.12,128.52,11.815999999999999,2.0426,49.367
4520,22.837,1008.3,83.544,3.5962,24.3,1076.6,550.27,128.28,11.805,1.8326,49.166000000000004
4521,22.794,1008.3,83.89,3.6481,24.875,1079.9,549.93,130.89,11.844000000000001,1.5771,51.192
4522,23.003,1008.5,83.913,3.6347,24.874000000000002,1079.5,550.2,130.61,11.902000000000001,1.7357,52.148
4523,23.358,1008.8,82.135,3.648,24.941999999999997,1079.9,550.06,130.76,11.967,1.9989,53.213
4524,25.031999999999996,1009.2,79.208,4.2768,29.072,1093.9,545.02,143.19,12.958,1.9312,54.513999999999996
4525,27.146,1009.4,74.786,4.4482,30.035999999999998,1099.9,545.41,146.78,13.179,1.54,54.092
4526,28.873,1009.7,67.515,4.4258,29.936,1100.1,545.7,146.45,13.194,0.8489200000000001,53.74
4527,29.879,1009.5,59.669,4.4058,29.854,1100.1,546.05,146.48,13.095,0.59573,54.733999999999995
4528,31.406999999999996,1009.3,53.86,4.4436,29.851999999999997,1099.7,546.1,146.33,13.099,0.7418899999999999,55.373000000000005
4529,32.672,1009.2,52.169,4.4573,29.485,1100.0,547.23,146.07,13.089,1.6001,55.239
4530,33.204,1008.9,50.021,4.4336,29.525,1099.8,547.27,146.09,13.045,1.8432,55.49
4531,33.657,1008.6,49.821000000000005,4.435,29.526999999999997,1100.0,547.27,146.19,12.979000000000001,2.0195,55.881
4532,33.665,1008.2,47.942,4.4142,29.646,1100.0,546.98,146.4,13.110999999999999,1.7788,56.345
4533,33.223,1008.0,49.413999999999994,4.4053,29.660999999999998,1099.9,546.83,146.42,13.012,1.8284,56.26
4534,32.826,1007.8,50.54600000000001,4.4055,29.795,1099.8,546.48,146.32,13.12,2.0401,56.951
4535,31.91,1007.8,55.28,4.1488,27.948,1093.4,548.91,139.68,12.609000000000002,2.0728,56.975
4536,30.65,1008.1,55.548,3.8067,25.735,1083.5,550.11,131.03,12.027000000000001,2.1922,56.147
4537,29.215999999999998,1008.7,48.138000000000005,3.7885,25.621,1083.3,550.24,131.08,11.975,2.1822,59.784
4538,27.736,1008.6,56.005,3.7127,25.224,1081.3,550.36,130.21,12.023,1.9608,56.207
4539,26.343000000000004,1008.4,65.612,3.6531,24.794,1078.7,550.43,129.04,11.898,2.0484,52.574
4540,25.194000000000003,1008.4,74.17699999999999,4.4095,30.361,1100.0,543.79,148.72,13.258,2.0013,55.416000000000004
4541,24.31,1008.0,77.707,4.4718,30.616,1099.9,542.88,149.51,13.39,1.3059,53.975
4542,23.793000000000003,1007.8,80.801,4.4193,30.398000000000003,1100.1,543.85,149.07,13.237,1.3182,54.843
4543,23.395,1007.5,83.286,4.4014,30.024,1100.0,544.87,148.37,13.272,1.3603,55.12
4544,23.175,1007.3,84.395,4.4342,30.265,1100.1,544.0,148.84,13.193,0.70905,53.523
4545,23.014,1007.3,85.83200000000001,4.3753,29.81,1100.2,545.54,147.93,13.209000000000001,0.73723,53.576
4546,23.006,1007.6,86.72200000000001,4.4101,30.058000000000003,1099.9,544.85,148.23,13.243,0.8596799999999999,53.622
4547,23.526,1007.8,86.26299999999999,4.3878,29.921999999999997,1099.9,545.59,147.59,13.193,0.66196,53.363
4548,25.241999999999997,1007.9,82.32600000000001,4.4189,29.938000000000002,1099.9,545.76,146.79,13.18,0.85495,53.203
4549,27.686,1008.1,72.733,4.4311,29.704,1100.1,546.55,145.82,13.075999999999999,0.91153,52.955
4550,29.179000000000002,1008.2,66.38600000000001,4.4725,29.924,1100.0,545.75,146.06,13.1,1.4312,53.458
4551,30.541,1008.1,59.187,4.4929,30.019000000000002,1100.0,545.51,146.24,13.154000000000002,1.0638,53.933
4552,31.96,1007.9,54.254,4.4799,30.074,1100.1,545.35,146.56,13.12,1.2112,54.801
4553,32.774,1007.6,49.894,4.3647,29.343000000000004,1100.0,547.93,145.42,12.998,1.621,55.386
4554,33.55,1007.1,47.126000000000005,4.4189,29.752,1099.9,546.84,146.31,13.057,1.8852,55.84
4555,34.053000000000004,1007.0,48.265,4.4017,29.384,1100.0,547.98,145.67,13.036,2.0068,56.083999999999996
4556,33.719,1007.1,51.169,4.442,29.73,1099.9,546.84,146.09,13.093,1.7999,53.993
4557,32.973,1006.9,53.163000000000004,4.3819,29.594,1100.0,547.13,145.9,13.047,1.7166,54.013999999999996
4558,32.085,1006.7,57.695,4.433,30.075,1099.9,545.8,146.38,13.092,1.7803,54.007
4559,30.971999999999998,1006.6,52.945,4.4689,30.156,1100.1,545.12,147.1,13.165999999999999,1.8925,55.335
4560,29.646,1006.6,54.437,4.445,30.114,1099.9,545.2,147.2,13.135,1.8582,55.537
4561,28.611,1007.2,61.446000000000005,4.4473,30.2,1100.0,544.98,147.34,13.208,1.8732,55.095
4562,27.586,1007.4,69.434,4.3466,29.488000000000003,1099.8,547.16,145.67,13.068,1.5716,55.391999999999996
4563,27.0,1007.3,72.044,4.2945,29.275,1099.5,547.61,145.01,13.050999999999998,1.4297,54.742
4564,26.264,1007.2,72.727,4.3602,29.842,1100.0,546.0,146.86,13.139000000000001,1.5297,56.172
