,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
1996,1,0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,7
1997,1,0.335,0.25,0.08,0.1695,0.0695,0.044000000000000004,0.0495,6
1998,1,0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7
1999,1,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,6
2000,1,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,9
2001,1,0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,6
2002,1,0.36,0.27,0.085,0.196,0.0905,0.034,0.053,7
2003,1,0.375,0.28,0.08,0.226,0.105,0.047,0.065,6
2004,1,0.375,0.275,0.085,0.22,0.109,0.05,0.0605,7
2005,1,0.395,0.29,0.095,0.3,0.158,0.068,0.078,7
2006,1,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,7
2007,1,0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,8
2008,1,0.425,0.315,0.095,0.3675,0.1865,0.0675,0.0985,7
2009,1,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,8
2010,1,0.435,0.325,0.12,0.34600000000000003,0.159,0.084,0.095,7
2011,2,0.45,0.33,0.105,0.4955,0.2575,0.08199999999999999,0.129,8
2012,1,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,7
2013,2,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,10
2014,1,0.47,0.375,0.105,0.441,0.16699999999999998,0.0865,0.145,10
2015,1,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,8
2016,2,0.505,0.39,0.12,0.653,0.3315,0.1385,0.16699999999999998,9
2017,2,0.505,0.395,0.135,0.5915,0.28800000000000003,0.1315,0.185,12
2018,2,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,10
2019,1,0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,9
2020,2,0.515,0.4,0.14,0.6335,0.28800000000000003,0.145,0.168,9
2021,2,0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765,9
2022,0,0.53,0.43,0.15,0.741,0.325,0.1855,0.196,9
2023,0,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,9
2024,2,0.545,0.44,0.14,0.8395,0.35600000000000004,0.1905,0.2385,11
2025,0,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,10
2026,0,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,9
2027,2,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9
2028,0,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,10
2029,2,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9
2030,2,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10
2031,0,0.6,0.45,0.14,0.8370000000000001,0.37,0.177,0.2425,10
2032,2,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,12
2033,2,0.61,0.49,0.16,1.112,0.465,0.228,0.341,10
2034,0,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,14
2035,2,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,9
2036,1,0.255,0.19,0.06,0.086,0.04,0.0185,0.025,5
2037,1,0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,5
2038,1,0.28,0.215,0.08,0.132,0.07200000000000001,0.022000000000000002,0.033,5
2039,1,0.285,0.215,0.07,0.1075,0.051,0.0225,0.027000000000000003,6
2040,1,0.32,0.255,0.085,0.1745,0.07200000000000001,0.033,0.057,8
2041,1,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054000000000000006,8
2042,1,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,8
2043,1,0.395,0.295,0.1,0.293,0.14,0.062,0.08199999999999999,7
2044,0,0.4,0.305,0.16,0.368,0.17300000000000001,0.0705,0.105,7
2045,1,0.405,0.31,0.09,0.312,0.138,0.06,0.087,8
2046,1,0.415,0.305,0.12,0.336,0.165,0.076,0.0805,7
2047,1,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,6
2048,1,0.44,0.305,0.115,0.379,0.162,0.091,0.11,9
2049,1,0.445,0.32,0.12,0.37799999999999995,0.152,0.0825,0.12,8
2050,2,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,8
2051,0,0.455,0.355,1.13,0.594,0.332,0.11599999999999999,0.1335,8
2052,2,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,8
2053,2,0.46,0.345,0.11,0.4595,0.235,0.0885,0.11599999999999999,7
2054,2,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7
2055,1,0.465,0.355,0.09,0.4325,0.2005,0.07400000000000001,0.1275,9
2056,0,0.475,0.38,0.14,0.6890000000000001,0.3165,0.1315,0.1955,7
2057,1,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,8
2058,2,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,8
2059,1,0.49,0.37,0.11,0.5379999999999999,0.271,0.1035,0.139,8
2060,2,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,9
2061,0,0.5,0.38,0.14,0.6355,0.27699999999999997,0.14300000000000002,0.1785,8
2062,2,0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,7
2063,2,0.525,0.385,0.1,0.5115,0.24600000000000002,0.1005,0.1455,8
2064,2,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,8
2065,0,0.535,0.42,0.13,0.6990000000000001,0.3125,0.1565,0.2035,8
2066,0,0.54,0.385,0.14,0.7655,0.3265,0.11599999999999999,0.2365,10
2067,0,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9
2068,0,0.545,0.43,0.16,0.8440000000000001,0.3945,0.1855,0.231,9
2069,2,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,9
2070,1,0.55,0.42,0.115,0.6679999999999999,0.2925,0.13699999999999998,0.209,11
2071,0,0.565,0.44,0.135,0.83,0.39299999999999996,0.1735,0.23800000000000002,9
2072,2,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605,8
2073,0,0.58,0.435,0.15,0.8390000000000001,0.3485,0.207,0.192,7
2074,0,0.585,0.485,0.15,1.079,0.4145,0.2115,0.35600000000000004,11
2075,2,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9
2076,0,0.6,0.47,0.19,1.1345,0.49200000000000005,0.2595,0.3375,10
2077,0,0.61,0.43,0.14,0.909,0.43799999999999994,0.2,0.22,8
2078,2,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.37200000000000005,8
2079,0,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,9
2080,2,0.645,0.495,0.15,1.2095,0.603,0.2225,0.33899999999999997,9
2081,2,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,8
2082,0,0.665,0.525,0.21,1.6440000000000001,0.818,0.3395,0.4275,10
2083,2,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,11
2084,0,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,12
2085,0,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,10
2086,0,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,10
2087,2,0.72,0.585,0.22,1.9140000000000001,0.9155,0.44799999999999995,0.479,11
2088,0,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,12
2089,0,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,10
2090,2,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,17
2091,0,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,8
2092,2,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,10
2093,0,0.505,0.385,0.115,0.616,0.243,0.1075,0.21,11
2094,1,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,7
2095,2,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,7
2096,2,0.5,0.39,0.145,0.6509999999999999,0.273,0.132,0.22,11
2097,2,0.425,0.33,0.08,0.361,0.134,0.0825,0.125,7
2098,2,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,8
2099,0,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,10
2100,1,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10
2101,2,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,19
2102,1,0.41,0.31,0.11,0.315,0.124,0.08199999999999999,0.095,9
2103,2,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9
2104,0,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,11
2105,2,0.585,0.48,0.185,1.04,0.434,0.265,0.285,10
2106,2,0.595,0.455,0.155,1.041,0.41600000000000004,0.2105,0.365,14
2107,0,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,15
2108,2,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,27
2109,2,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,13
2110,1,0.325,0.25,0.055,0.166,0.076,0.051,0.045,5
2111,1,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,9
2112,2,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,8
2113,1,0.385,0.29,0.09,0.23199999999999998,0.0855,0.0495,0.08,7
2114,1,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,4
2115,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009000000000000001,3
2116,1,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,6
2117,0,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,7
2118,0,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,8
2119,1,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9
2120,2,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,7
2121,1,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9
2122,0,0.435,0.35,0.12,0.4585,0.192,0.1,0.13,11
2123,0,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,6
2124,2,0.385,0.295,0.095,0.335,0.147,0.094,0.09,7
2125,2,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,8
2126,0,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,10
2127,1,0.4,0.31,0.1,0.127,0.106,0.071,0.085,7
2128,2,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,12
2129,2,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,12
2130,2,0.585,0.455,0.14,0.97,0.462,0.185,0.295,9
2131,2,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6
2132,0,0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,10
2133,2,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,9
2134,0,0.44,0.33,0.115,0.4005,0.14300000000000002,0.113,0.12,8
2135,2,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,12
2136,0,0.56,0.425,0.125,0.932,0.361,0.213,0.335,9
2137,0,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,10
2138,0,0.57,0.465,0.18,0.9995,0.405,0.27699999999999997,0.295,16
2139,2,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,14
2140,0,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,10
2141,1,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7
2142,1,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,9
2143,2,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10
2144,2,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,9
2145,0,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,9
2146,2,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11
2147,2,0.46,0.375,0.135,0.4935,0.18600000000000003,0.0845,0.17,12
2148,2,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,8
2149,2,0.27,0.195,0.07,0.106,0.0465,0.018000000000000002,0.036000000000000004,7
2150,2,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10
2151,0,0.745,0.585,0.19,1.966,0.8435,0.43700000000000006,0.5855,18
2152,0,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8
2153,1,0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,5
2154,2,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,10
2155,2,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,16
2156,2,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,12
2157,2,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,17
2158,2,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,14
2159,0,0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,12
2160,2,0.69,0.55,0.2,1.8465,0.732,0.47200000000000003,0.57,19
2161,0,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,17
2162,0,0.71,0.565,0.195,1.817,0.785,0.49200000000000005,0.49,11
2163,0,0.55,0.47,0.15,0.897,0.377,0.184,0.29,9
2164,2,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,5
2165,0,0.61,0.45,0.16,1.136,0.414,0.311,0.3,9
2166,1,0.38,0.28,0.085,0.2735,0.115,0.061,0.085,6
2167,0,0.37,0.275,0.085,0.2405,0.10400000000000001,0.0535,0.07,5
2168,2,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,6
2169,1,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,4
2170,2,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,7
2171,1,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,6
2172,1,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,5
2173,2,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,10
2174,0,0.645,0.5,0.17,1.1845,0.4805,0.27399999999999997,0.355,13
2175,2,0.575,0.45,0.185,0.925,0.342,0.19699999999999998,0.35,12
2176,0,0.57,0.45,0.17,1.0979999999999999,0.414,0.187,0.405,20
2177,0,0.58,0.45,0.235,1.071,0.3,0.20600000000000002,0.395,14
2178,0,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,15
2179,0,0.595,0.47,0.25,1.2830000000000001,0.462,0.2475,0.445,14
2180,0,0.625,0.42,0.165,1.0595,0.358,0.165,0.445,21
2181,2,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16
2182,2,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13
2183,2,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,6
2184,1,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6
2185,2,0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,9
2186,0,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,9
2187,2,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,14
2188,2,0.47,0.37,0.135,0.547,0.222,0.1325,0.17,12
2189,0,0.49,0.37,0.14,0.585,0.243,0.115,0.195,10
2190,2,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,11
2191,2,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,15
2192,0,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,14
2193,1,0.215,0.17,0.055,0.0605,0.0205,0.013999999999999999,0.02,6
2194,1,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13
2195,1,0.26,0.215,0.08,0.099,0.037000000000000005,0.0255,0.045,5
2196,1,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,11
2197,1,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,10
2198,1,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,6
2199,0,0.68,0.55,0.2,1.5959999999999999,0.525,0.4075,0.585,21
2200,0,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,13
2201,0,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,25
2202,2,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,19
2203,2,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
2204,2,0.42,0.345,0.105,0.43,0.175,0.096,0.13,7
2205,1,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,6
2206,0,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,5
2207,2,0.42,0.34,0.115,0.4215,0.175,0.09300000000000001,0.135,8
2208,0,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,16
2209,0,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,27
2210,2,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,18
2211,2,0.565,0.47,0.195,1.1420000000000001,0.387,0.258,0.35,17
2212,0,0.595,0.495,0.235,1.3659999999999999,0.5065,0.21899999999999997,0.52,13
2213,2,0.63,0.51,0.23,1.5390000000000001,0.5635,0.2815,0.57,17
2214,0,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,8
2215,0,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,10
2216,1,0.33,0.26,0.08,0.19,0.0765,0.0385,0.065,7
2217,0,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13
2218,2,0.495,0.39,0.15,0.853,0.3285,0.18899999999999997,0.27,14
2219,0,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,13
2220,0,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,8
2221,2,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,17
2222,0,0.625,0.525,0.195,1.3519999999999999,0.4505,0.2445,0.53,13
2223,0,0.555,0.455,0.18,0.958,0.29600000000000004,0.195,0.39,14
2224,0,0.55,0.425,0.145,0.797,0.297,0.15,0.265,9
2225,2,0.59,0.475,0.155,0.857,0.35600000000000004,0.174,0.28,13
2226,1,0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,7
2227,1,0.275,0.2,0.075,0.086,0.0305,0.019,0.03,7
2228,0,0.505,0.39,0.175,0.6920000000000001,0.267,0.15,0.215,12
2229,2,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,7
2230,2,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,13
2231,0,0.505,0.4,0.165,0.7290000000000001,0.2675,0.155,0.25,9
2232,0,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,9
2233,2,0.595,0.475,0.17,1.0965,0.419,0.22899999999999998,0.35,17
2234,0,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,14
2235,2,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,13
2236,0,0.56,0.435,0.185,1.1059999999999999,0.42200000000000004,0.2435,0.33,15
2237,2,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,17
2238,1,0.46,0.335,0.11,0.444,0.225,0.0745,0.11,8
2239,0,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8
2240,2,0.415,0.315,0.125,0.38799999999999996,0.068,0.09,0.125,12
2241,0,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,11
2242,0,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,7
2243,2,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10
2244,1,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,11
2245,2,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,9
2246,0,0.38,0.325,0.11,0.3105,0.12,0.07400000000000001,0.105,10
2247,0,0.47,0.365,0.12,0.5429999999999999,0.2295,0.1495,0.15,9
2248,2,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,6
2249,0,0.585,0.455,0.165,0.998,0.345,0.2495,0.315,12
2250,2,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,11
2251,2,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,13
2252,0,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,14
2253,0,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,11
2254,2,0.65,0.495,0.18,1.7930000000000001,0.8005,0.33899999999999997,0.53,14
2255,2,0.51,0.395,0.145,0.6185,0.21600000000000003,0.1385,0.24,12
2256,2,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,8
2257,2,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,13
2258,2,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,8
2259,0,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,13
2260,2,0.55,0.46,0.175,0.8690000000000001,0.3155,0.1825,0.32,10
2261,2,0.585,0.43,0.16,0.955,0.3625,0.17600000000000002,0.27,11
2262,0,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,17
2263,0,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,13
2264,1,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,14
2265,0,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,13
2266,0,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,14
2267,0,0.61,0.48,0.175,1.0675,0.391,0.21600000000000003,0.42,15
2268,0,0.545,0.445,0.175,0.8525,0.3465,0.18899999999999997,0.295,13
2269,2,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,12
2270,0,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
2271,0,0.52,0.41,0.17,0.8705,0.3735,0.21899999999999997,0.25,14
2272,2,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,15
2273,0,0.67,0.52,0.15,1.406,0.519,0.348,0.37,13
2274,2,0.695,0.57,0.2,2.033,0.7509999999999999,0.4255,0.685,15
2275,2,0.655,0.525,0.185,1.2590000000000001,0.48700000000000004,0.2215,0.445,20
2276,0,0.62,0.48,0.23,1.0935,0.40299999999999997,0.245,0.355,14
2277,0,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,19
2278,2,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,9
2279,2,0.525,0.405,0.135,0.7575,0.3305,0.21600000000000003,0.195,10
2280,2,0.44,0.375,0.13,0.48700000000000004,0.226,0.0965,0.155,9
2281,1,0.485,0.415,0.14,0.5705,0.25,0.134,0.185,8
2282,0,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,10
2283,1,0.435,0.345,0.12,0.4475,0.221,0.11199999999999999,0.125,7
2284,1,0.405,0.315,0.105,0.34700000000000003,0.1605,0.0785,0.1,9
2285,1,0.42,0.33,0.1,0.35200000000000004,0.1635,0.08900000000000001,0.1,9
2286,0,0.5,0.395,0.15,0.7145,0.3235,0.17300000000000001,0.195,9
2287,0,0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,7
2288,1,0.33,0.265,0.09,0.18,0.068,0.036000000000000004,0.06,6
2289,0,0.58,0.475,0.155,0.9740000000000001,0.4305,0.23,0.285,10
2290,1,0.325,0.27,0.1,0.185,0.08,0.0435,0.065,6
2291,2,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,10
2292,0,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,9
2293,1,0.34,0.26,0.09,0.179,0.076,0.0525,0.055,6
2294,2,0.525,0.425,0.12,0.7020000000000001,0.3335,0.1465,0.22,12
2295,0,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,10
2296,0,0.535,0.45,0.135,0.8075,0.322,0.18100000000000002,0.25,13
2297,2,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,8
2298,1,0.415,0.325,0.1,0.385,0.16699999999999998,0.08,0.125,7
2299,1,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,8
2300,0,0.48,0.405,0.13,0.6375,0.27699999999999997,0.1445,0.21,10
2301,0,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,10
2302,2,0.46,0.375,0.13,0.5735,0.2505,0.11900000000000001,0.195,9
2303,0,0.58,0.455,0.12,0.94,0.39899999999999997,0.257,0.265,11
2304,2,0.59,0.49,0.135,1.008,0.42200000000000004,0.2245,0.285,11
2305,0,0.55,0.415,0.135,0.775,0.302,0.179,0.26,23
2306,0,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,12
2307,0,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,16
2308,2,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,11
2309,2,0.47,0.375,0.13,0.5795,0.2145,0.16399999999999998,0.195,13
2310,0,0.435,0.35,0.11,0.384,0.14300000000000002,0.1005,0.125,13
2311,2,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,7
2312,1,0.315,0.24,0.07,0.13699999999999998,0.0545,0.0315,0.04,8
2313,2,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,16
2314,0,0.58,0.475,0.135,0.925,0.391,0.165,0.275,14
2315,2,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17
2316,2,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,13
2317,2,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,13
2318,0,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,12
2319,0,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,15
2320,1,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10
2321,2,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,14
2322,2,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,12
2323,1,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,8
2324,0,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,17
2325,0,0.415,0.305,0.105,0.3605,0.12,0.08199999999999999,0.1,10
2326,2,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,11
2327,2,0.475,0.395,0.135,0.5920000000000001,0.2465,0.1645,0.2,13
2328,0,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,15
2329,1,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15
2330,1,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,9
2331,2,0.59,0.46,0.155,0.9059999999999999,0.327,0.1485,0.335,15
2332,0,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,9
2333,2,0.695,0.55,0.22,1.5515,0.5660000000000001,0.3835,0.445,13
2334,0,0.8,0.63,0.195,2.526,0.9329999999999999,0.59,0.62,23
2335,2,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,23
2336,0,0.565,0.48,0.175,0.9570000000000001,0.3885,0.215,0.275,18
2337,2,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,11
2338,2,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17
2339,2,0.64,0.52,0.2,1.4069999999999998,0.5660000000000001,0.304,0.455,17
2340,0,0.59,0.47,0.17,0.9,0.355,0.1905,0.25,11
2341,1,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,7
2342,1,0.255,0.185,0.07,0.075,0.027999999999999997,0.018000000000000002,0.025,6
2343,1,0.17,0.125,0.055,0.0235,0.009000000000000001,0.0055,0.008,6
2344,2,0.67,0.55,0.17,1.247,0.47200000000000003,0.2455,0.4,21
2345,0,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,17
2346,0,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13
2347,2,0.505,0.4,0.13,0.764,0.3035,0.18899999999999997,0.2175,11
2348,2,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,16
2349,0,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,9
2350,0,0.515,0.435,0.17,0.631,0.2765,0.111,0.21600000000000003,12
2351,2,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,19
2352,2,0.7,0.53,0.19,1.3185,0.5479999999999999,0.233,0.42,18
2353,0,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17
2354,2,0.635,0.495,0.15,1.081,0.4825,0.242,0.31,11
2355,2,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,13
2356,2,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13
2357,2,0.585,0.455,0.125,1.0270000000000001,0.391,0.212,0.25,17
