,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
909,0,0,7,6,6,2.127,-2.72827,-1.97495,-0.01729,-1.38502,0.52975,-0.8463700000000001,4,4,0,4,5,4,5,4,0,3,5,0,0,0,6,2,6,0,0
910,0,1,7,6,6,0.73545,-1.37639,-0.71727,-1.34289,-0.78155,-0.21712,0.7654,4,0,0,2,6,5,4,0,0,0,0,0,6,0,0,0,4,0,0
911,2,1,8,6,6,0.31287,-1.50796,-1.68062,-1.6209,0.7583,-0.71126,0.40148,3,0,0,6,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0
912,0,0,7,6,6,-1.1943,2.32338,1.24033,0.94156,0.93949,0.19268,0.7654,5,0,0,0,6,6,3,0,0,5,0,0,0,4,0,0,5,0,0
913,1,0,2,6,6,2.28554,-2.5383,-0.58331,-2.21844,-3.15735,1.86203,1.2247,5,4,0,5,6,6,6,3,1,1,0,0,2,0,5,1,6,0,0
914,0,1,3,6,4,0.22393,0.0033200000000000005,-0.01928,-0.4532100000000001,0.93949,-0.71126,-0.21575,6,6,0,4,5,4,5,0,0,2,3,0,6,2,6,2,4,0,0
915,1,1,1,6,6,0.41667,-0.15487,-0.17779,-0.15487,-0.52745,0.19268,0.7654,4,3,0,3,3,3,6,2,3,2,4,2,3,0,3,0,2,0,0
916,0,0,7,6,6,1.72012,-1.6334,-0.17779,1.6110799999999998,0.41594,0.52975,1.2247,3,0,0,0,6,4,6,0,0,0,0,0,5,0,0,0,3,0,0
917,0,1,3,1,6,0.22393,1.45421,2.1532400000000003,-0.30172,-1.0145,1.86203,1.92173,6,4,2,3,6,6,4,5,0,5,5,4,3,5,3,5,6,0,0
918,2,1,5,5,6,-0.24649,-0.30033000000000004,-0.71727,-0.7609600000000001,0.12331,1.29221,0.07987000000000001,5,0,0,5,6,2,6,0,0,0,1,0,3,0,3,2,6,0,0
919,0,1,7,4,6,-1.1943,0.47617,1.06238,-1.34289,0.41594,-0.21712,1.2247,6,4,0,2,4,6,6,3,0,4,0,3,4,4,3,4,6,0,3
920,0,1,4,0,6,0.13606,-0.30033000000000004,-0.01928,0.43852,-1.13788,-0.21712,0.40148,3,4,0,2,6,6,6,2,2,2,0,0,4,5,6,3,6,0,2
921,0,1,7,6,6,-1.1943,-1.37639,-0.71727,-1.21213,-1.13788,0.19268,-0.21575,3,0,0,0,6,4,5,0,0,0,0,0,0,0,0,5,0,0,0
922,1,1,3,6,6,1.23461,-1.23177,-2.39883,-1.07533,-0.78155,1.29221,-0.21575,3,0,0,3,6,3,5,2,3,2,2,2,4,0,6,2,6,0,3
923,0,1,1,6,6,1.02119,-1.50796,0.29338000000000003,0.13136,-0.89891,0.52975,0.07987000000000001,3,3,0,3,6,6,5,3,2,2,3,3,5,3,6,0,6,0,2
924,0,1,6,6,6,-0.79151,1.2861,0.58331,1.11406,-0.65253,-0.21712,0.7654,5,2,0,0,5,6,4,0,0,3,0,0,3,4,0,5,5,0,2
925,1,1,7,6,6,0.22393,-1.23177,0.8830899999999999,-0.7609600000000001,-0.27607,-0.21712,0.7654,5,0,0,3,5,5,6,1,0,2,0,0,3,2,3,4,2,0,2
926,1,1,7,6,6,-0.58016,1.45421,1.6565299999999998,1.6110799999999998,0.5848899999999999,0.19268,1.2247,4,1,0,3,6,6,5,0,0,3,0,0,3,0,0,3,6,0,0
927,0,0,7,5,5,-0.24649,0.96248,0.7233,0.28783000000000003,-0.27607,0.52975,0.07987000000000001,4,5,4,3,6,6,5,4,0,4,0,3,0,0,0,0,6,0,2
928,2,1,1,5,6,-0.67825,-0.69509,-0.58331,0.13136,-0.65253,-1.37983,-0.8463700000000001,3,2,3,0,6,6,6,2,0,3,0,2,0,1,0,0,3,0,0
929,1,0,8,0,6,0.73545,-0.69509,1.24033,0.94156,0.41594,0.52975,0.7654,4,2,0,1,6,2,5,1,0,1,1,4,2,2,0,2,6,0,0
930,0,0,2,6,6,1.13281,-1.92173,-0.01928,1.11406,-0.78155,-0.21712,1.92173,3,2,0,6,6,3,6,2,2,2,4,0,6,2,6,2,6,0,2
931,0,0,8,5,6,-0.24649,0.0033200000000000005,1.06238,0.59042,2.04506,-0.71126,-0.52593,5,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0
932,0,0,7,6,6,-1.32828,1.11406,1.24033,0.28783000000000003,-0.78155,1.86203,1.92173,5,3,3,4,5,6,4,5,3,3,4,3,3,3,2,4,6,0,2
933,0,0,7,6,6,2.28554,-0.69509,0.29338000000000003,0.13136,-0.78155,0.52975,0.7654,4,0,0,0,6,5,6,2,0,5,0,0,3,4,2,4,5,0,0
934,0,1,6,5,6,0.41667,1.2861,1.06238,-0.01729,-0.40581,0.52975,0.07987000000000001,3,5,2,5,5,5,6,3,0,5,0,3,5,5,2,4,5,0,0
935,0,1,7,4,6,-0.05188,0.32197,0.58331,0.59042,-0.89891,0.88113,1.2247,6,0,0,0,5,6,4,4,0,4,0,3,3,3,0,3,6,0,0
936,0,0,8,5,6,0.31287,0.32197,-0.01928,-0.60633,0.7583,-0.71126,0.40148,5,0,2,0,5,6,6,3,0,3,0,3,3,3,0,0,5,0,0
937,0,1,7,4,6,0.41667,-0.43999,1.06238,-1.47955,-0.14277,-0.21712,0.7654,6,0,0,0,3,4,4,0,0,0,0,0,4,4,0,3,3,0,0
938,1,0,3,4,6,0.91093,1.2861,1.06238,-0.7609600000000001,1.46191,0.19268,0.40148,5,3,4,0,5,5,5,2,0,2,0,0,3,4,2,3,6,0,1
939,1,1,6,6,5,-0.46725,2.32338,2.44904,1.2861,1.3061200000000002,-0.21712,0.40148,4,2,0,3,5,6,4,4,2,5,0,5,4,6,0,6,6,0,2
940,0,0,7,6,3,1.60383,-0.80615,0.58331,0.43852,-1.13788,0.88113,0.7654,3,3,0,6,6,6,6,6,0,2,4,0,0,2,3,2,0,0,0
941,1,0,5,6,6,1.02119,-0.30033000000000004,0.44585,0.7609600000000001,-1.25773,1.29221,0.7654,3,2,0,6,6,3,6,2,2,3,3,0,0,2,3,2,6,0,0
942,0,0,7,6,6,-0.34799,-1.09207,-0.58331,1.45039,-0.89891,-0.71126,-1.5485799999999998,4,0,0,0,6,6,6,0,0,0,0,0,0,0,0,4,6,0,0
943,0,1,3,6,6,-0.67825,-0.30033000000000004,-1.11902,-0.7609600000000001,-1.5184,0.88113,-0.21575,4,6,0,3,6,6,4,3,0,6,0,0,3,4,3,4,5,0,2
944,1,1,6,5,6,2.127,-1.37639,0.14143,-0.30172,-1.64101,1.29221,-0.21575,6,2,3,6,6,3,5,0,0,2,0,3,3,2,5,2,0,0,0
945,1,0,3,1,6,0.41667,0.0033200000000000005,-2.39883,-0.30172,0.7583,-1.37983,-2.07848,2,2,0,5,6,2,5,0,0,0,0,0,0,0,6,0,0,0,1
946,2,1,6,6,6,1.60383,-1.7625,-0.01928,0.13136,-1.5184,0.88113,-0.52593,5,1,0,1,6,3,6,1,0,4,0,0,4,1,0,3,4,0,0
947,0,0,8,6,6,0.62967,0.0033200000000000005,0.44585,-0.4532100000000001,-0.65253,-0.21712,0.40148,6,2,0,3,6,4,6,2,0,3,2,2,3,6,0,4,3,0,3
948,0,0,7,6,6,-1.1943,0.32197,1.88511,0.59042,-0.14277,2.90161,1.92173,3,3,0,0,4,6,5,3,0,3,0,0,3,3,0,3,3,0,0
949,0,1,7,6,6,0.41667,0.16767,0.29338000000000003,-0.30172,-0.27607,1.86203,0.7654,5,5,0,3,5,6,4,3,0,5,0,3,3,5,3,3,6,0,0
950,1,0,8,5,6,1.02119,-0.94779,-0.01928,-0.30172,-1.64101,0.52975,0.7654,5,0,0,0,6,3,5,0,0,0,0,0,0,0,0,3,4,0,2
951,0,1,7,4,6,1.37297,-0.80615,-0.31776,-0.15487,-0.78155,-0.71126,-1.18084,0,0,0,0,5,3,4,0,0,0,0,0,0,5,0,0,2,0,0
952,0,1,6,6,6,1.8399,-0.57545,-0.01928,-1.47955,-2.90161,1.86203,1.2247,4,5,2,4,5,6,5,4,2,3,4,0,3,0,4,2,6,0,2
953,3,1,8,6,6,-1.1943,-0.57545,-0.58331,0.13136,0.41594,-0.71126,-0.8463700000000001,5,6,1,2,6,3,0,1,1,0,1,0,5,1,0,1,1,0,0
954,2,1,6,5,6,-1.43907,-0.30033000000000004,0.14143,1.2861,1.3061200000000002,-0.71126,-1.18084,6,0,5,0,6,6,6,3,0,6,0,6,3,1,0,1,5,0,0
955,0,1,7,4,6,-0.24649,1.58487,-0.01928,-1.21213,2.04506,-0.21712,0.7654,5,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0,6,0,0
956,0,0,8,4,6,0.04257,0.16767,1.43533,1.11406,-0.65253,0.52975,-0.52593,5,0,0,1,6,0,6,0,0,0,0,0,0,0,6,0,2,0,0
957,3,0,7,6,6,-0.05188,-0.69509,0.7233,2.03972,-0.40581,-0.21712,-0.21575,5,6,0,1,6,5,4,1,1,2,1,0,0,1,2,3,1,0,0
958,0,1,6,0,6,0.31287,0.96248,1.06238,0.28783000000000003,-0.27607,1.86203,1.92173,5,3,5,0,5,4,6,3,0,5,0,4,3,3,0,0,5,0,0
959,1,1,7,6,6,-0.34799,0.32197,1.88511,0.7609600000000001,-1.13788,0.88113,0.40148,5,3,0,5,6,2,5,3,3,0,5,0,0,2,3,2,6,0,0
960,2,1,7,5,6,0.62967,-1.92173,-0.01928,0.13136,-0.00665,0.19268,1.2247,5,3,2,5,6,6,5,3,5,4,6,0,0,2,5,3,6,0,1
961,0,1,7,6,6,-0.92104,1.2861,-0.45174,0.7609600000000001,0.25953000000000004,-0.21712,0.40148,5,3,0,0,6,6,6,0,0,4,0,0,3,5,0,4,3,0,0
962,1,0,5,6,6,-1.1943,0.0033200000000000005,0.7233,0.43852,-0.27607,0.19268,0.40148,5,1,0,3,6,6,6,2,2,3,0,0,2,0,5,2,5,0,0
963,0,1,5,5,6,-0.92104,1.11406,-0.01928,0.28783000000000003,0.41594,0.19268,1.2247,5,2,3,4,6,6,4,4,0,5,0,3,3,2,0,2,6,0,3
964,0,0,7,6,6,-0.58016,0.32197,0.58331,1.11406,0.25953000000000004,-0.71126,-0.52593,4,3,1,0,6,4,5,0,0,0,0,0,3,0,1,3,4,0,1
965,0,0,7,6,6,-0.24649,0.16767,1.88511,1.45039,-0.40581,1.29221,1.2247,5,0,0,2,6,5,6,2,0,3,0,0,2,3,0,5,5,0,3
966,0,1,7,6,1,-1.5507799999999998,1.2861,1.06238,-1.47955,0.93949,-0.21712,0.7654,6,0,0,0,3,5,3,3,0,0,0,0,3,0,0,3,4,0,0
967,4,1,0,4,5,-1.86962,1.2861,0.58331,1.11406,0.7583,0.52975,0.07987000000000001,6,1,1,1,6,3,6,1,0,0,1,0,1,1,3,3,4,0,1
968,2,0,8,1,6,0.22393,0.0033200000000000005,-0.17779,-0.60633,-0.52745,0.88113,0.7654,5,1,0,0,4,6,5,4,0,4,0,3,5,5,0,4,5,0,0
969,1,1,7,1,6,0.41667,-1.6334,0.58331,-1.07533,0.93949,-0.21712,0.40148,6,4,0,0,6,6,4,3,0,4,0,3,4,4,0,4,6,0,0
970,0,1,7,6,6,1.49158,-1.23177,-1.11902,0.13136,-0.52745,-0.71126,0.40148,6,0,0,2,6,4,4,4,0,4,0,3,0,3,3,3,6,0,0
971,0,1,7,6,6,-1.86962,2.127,1.24033,1.45039,0.5848899999999999,-0.71126,1.92173,6,2,0,0,6,6,5,0,0,3,0,0,3,3,0,3,6,0,0
972,0,1,7,6,6,1.23461,0.0033200000000000005,1.06238,-1.21213,-0.78155,0.52975,1.92173,5,0,0,0,2,6,4,0,0,3,0,0,2,3,0,0,5,0,0
973,5,1,5,6,6,-2.21844,0.0033200000000000005,0.58331,0.7609600000000001,0.7583,0.52975,-0.52593,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
974,0,1,7,6,6,-0.58016,1.11406,0.7233,0.59042,-0.00665,-0.21712,-0.52593,0,2,0,3,6,6,6,0,0,3,0,0,6,0,4,5,0,0,0
975,2,0,5,5,6,-0.58016,1.45421,-1.2755299999999998,1.6110799999999998,-0.40581,1.29221,1.2247,5,4,2,2,6,3,6,5,0,5,0,0,2,3,0,3,6,0,0
976,3,0,7,6,6,1.23461,-1.09207,-0.45174,-0.15487,0.7583,-0.71126,-0.21575,6,1,1,4,6,6,6,3,2,0,0,0,0,1,0,1,6,0,0
977,1,0,0,6,0,0.62967,0.16767,0.7233,-0.60633,-0.27607,-0.71126,-0.8463700000000001,4,1,2,2,5,6,6,2,1,3,0,1,2,1,1,2,3,0,1
978,0,1,7,4,6,0.41667,-0.15487,0.14143,-0.7609600000000001,0.41594,-0.21712,0.07987000000000001,4,0,0,4,4,6,5,5,3,3,0,0,0,3,5,3,6,0,3
979,0,1,7,5,6,1.02119,1.11406,-1.11902,-0.91699,-1.0145,0.88113,1.2247,6,6,3,4,6,5,6,6,0,4,0,0,6,0,6,0,6,0,2
980,1,0,8,6,6,0.62967,-0.15487,1.88511,-1.7719999999999998,1.13407,0.52975,1.2247,5,1,0,6,6,5,6,3,3,0,3,1,0,1,6,1,6,0,4
981,0,1,7,6,6,-0.14882,-0.15487,1.24033,0.94156,-0.14277,0.88113,1.92173,6,3,0,3,6,6,5,2,0,3,0,0,2,4,5,3,6,0,2
982,0,1,7,4,6,-0.14882,0.32197,1.24033,-0.4532100000000001,-0.89891,0.52975,1.2247,5,3,3,0,6,6,4,3,0,4,0,0,2,0,0,4,6,0,0
983,0,1,6,6,6,0.73545,-0.80615,-0.71727,-0.4532100000000001,0.25953000000000004,0.88113,0.07987000000000001,5,6,0,6,6,6,3,3,0,3,6,0,2,4,6,3,0,0,0
984,1,1,7,6,6,1.72012,0.63779,0.44585,-1.34289,-2.18109,1.29221,1.2247,4,0,0,4,6,6,4,2,2,3,0,0,3,2,4,3,5,0,0
985,0,1,7,6,6,1.02119,-1.50796,0.44585,-0.01729,-0.89891,-0.71126,0.07987000000000001,4,3,0,6,5,6,6,5,0,6,0,0,3,0,4,0,6,0,0
986,1,1,8,6,6,-0.79151,0.0033200000000000005,0.14143,-1.07533,-0.27607,1.29221,1.2247,5,6,0,4,6,4,4,3,5,3,2,1,3,1,5,1,6,0,2
987,0,1,7,6,6,1.72012,-0.57545,1.6565299999999998,0.13136,-0.40581,0.88113,1.2247,6,4,2,6,6,6,5,4,3,2,6,0,3,0,4,2,6,0,2
988,0,1,7,0,6,0.31287,1.74091,0.29338000000000003,-0.7609600000000001,-1.7816900000000002,1.86203,1.92173,5,4,5,3,6,6,6,3,0,4,0,0,5,0,4,5,6,0,0
989,4,1,6,4,6,-0.79151,0.32197,0.58331,0.13136,-0.00665,-0.21712,-0.21575,3,1,0,2,6,4,5,3,0,1,1,0,0,1,0,1,6,0,1
990,1,1,8,5,6,-1.1943,0.80523,1.43533,2.23427,1.13407,-0.21712,0.40148,5,2,2,2,6,5,5,3,0,3,0,2,3,3,0,3,4,0,0
991,0,1,7,6,6,0.52135,0.80523,0.7233,0.94156,-0.78155,0.52975,1.2247,5,5,0,3,6,6,6,3,2,2,2,0,4,2,2,3,6,0,3
992,0,1,5,4,6,-0.79151,-0.30033000000000004,-0.31776,-0.91699,-0.14277,0.52975,0.7654,5,0,0,4,4,6,5,0,0,4,0,4,4,3,0,3,6,0,0
993,0,1,5,5,6,-0.79151,0.96248,-0.45174,0.43852,0.7583,0.88113,0.7654,5,2,2,4,5,4,4,4,0,3,0,3,3,2,0,2,5,0,5
994,1,1,5,5,6,1.13281,-0.30033000000000004,0.8830899999999999,-0.60633,0.93949,-0.21712,0.07987000000000001,6,0,2,5,6,2,6,2,0,2,0,0,3,0,0,0,3,0,0
995,1,0,0,6,6,-1.05308,0.80523,-0.31776,-0.15487,0.93949,-0.21712,-0.52593,3,6,0,0,6,6,6,0,0,3,0,0,2,2,0,2,4,0,0
996,0,1,7,6,6,-0.67825,0.47617,-0.17779,0.13136,1.46191,-0.71126,-1.18084,4,3,3,2,5,3,3,3,0,3,4,3,3,3,2,3,6,0,0
997,0,1,1,3,6,1.23461,-1.09207,-0.31776,-0.15487,-0.65253,1.29221,0.7654,5,0,3,0,6,4,5,0,0,0,0,0,3,4,0,0,0,0,0
998,0,1,7,6,6,-0.05188,0.96248,-1.2755299999999998,-2.35413,-0.89891,1.29221,1.92173,5,6,1,5,5,6,4,3,0,3,4,0,6,2,0,2,6,0,0
999,3,0,7,4,6,-0.34799,0.16767,0.14143,0.43852,0.7583,-1.37983,-1.18084,4,1,0,1,6,6,6,0,0,0,0,0,0,1,0,0,6,0,0
1000,0,1,7,4,6,2.127,-1.7625,-0.31776,-1.47955,0.25953000000000004,-1.37983,-0.52593,3,0,0,0,6,4,5,0,0,0,0,0,0,5,0,3,3,0,0
1001,0,1,3,1,6,1.8399,-2.21069,-1.11902,-0.4532100000000001,-3.46436,-0.21712,-1.18084,5,0,0,3,6,6,2,0,0,0,0,4,3,0,3,0,5,0,3
1002,0,1,3,6,4,0.82562,-1.50796,-1.82919,-0.01729,-1.64101,1.29221,1.2247,5,3,0,6,6,5,4,0,3,0,0,0,6,0,4,0,6,0,4
1003,0,0,3,6,6,1.8399,-0.94779,0.8830899999999999,0.13136,-0.89891,-0.71126,-0.52593,3,0,0,0,4,0,6,0,0,0,0,0,6,0,0,0,0,0,3
1004,0,1,7,6,6,-0.05188,0.16767,1.6565299999999998,0.94156,-0.00665,0.19268,0.40148,4,0,0,0,4,4,5,0,0,0,0,0,3,0,3,3,3,0,0
1005,3,1,5,4,6,0.62967,-1.23177,-0.58331,-0.4532100000000001,-1.13788,-0.21712,-0.21575,6,6,2,2,4,3,6,1,0,1,0,0,3,2,0,2,6,0,3
1006,0,0,3,5,6,1.23461,0.96248,0.44585,-0.30172,-0.27607,0.52975,0.40148,5,6,0,4,4,3,3,0,0,4,0,5,5,0,0,0,3,0,0
1007,3,1,8,6,6,-0.67825,0.0033200000000000005,-0.01928,-0.01729,0.41594,-2.55524,-0.52593,6,0,1,3,4,3,5,0,0,0,0,0,0,0,0,0,6,0,0
1008,0,0,7,6,6,-0.58016,1.45421,1.88511,1.2861,-0.78155,0.19268,1.92173,6,0,0,3,6,6,6,2,0,4,0,0,3,0,0,0,4,0,0
1009,1,1,7,6,6,1.8399,-1.23177,0.44585,-0.7609600000000001,-1.38502,0.19268,-1.18084,6,6,0,6,5,4,5,3,3,0,2,0,6,2,6,2,6,0,4
1010,0,1,7,6,6,0.62967,0.32197,0.14143,0.13136,-0.14277,0.19268,0.7654,5,4,0,6,6,5,6,3,0,3,0,4,3,3,3,3,6,0,0
1011,1,1,7,6,6,-0.79151,2.127,0.8830899999999999,0.43852,-0.65253,1.86203,1.92173,5,3,0,3,6,3,4,3,3,3,2,3,6,3,2,5,6,0,0
1012,3,1,8,6,6,-1.1943,0.63779,2.44904,0.7609600000000001,1.3061200000000002,-1.37983,0.07987000000000001,1,6,1,6,6,4,6,1,1,5,1,0,6,1,6,2,6,0,0
1013,0,1,6,4,6,-2.21844,2.57309,1.88511,0.13136,1.63088,0.19268,0.7654,6,0,0,0,6,6,4,0,0,0,0,0,0,0,0,3,3,0,0
1014,1,1,7,6,6,0.31287,-2.5383,-0.8473200000000001,-1.6209,-2.57309,0.88113,0.07987000000000001,6,4,0,3,6,6,5,2,2,2,2,5,6,3,5,4,3,0,0
1015,0,0,3,5,6,-0.34799,-1.23177,-0.97631,0.43852,1.13407,-0.71126,-2.07848,5,0,0,0,6,3,4,4,0,0,0,0,0,0,0,2,3,0,0
1016,1,1,3,4,6,0.22393,1.58487,0.29338000000000003,-1.47955,-0.00665,-0.21712,0.7654,0,4,1,2,6,6,5,2,0,6,0,5,4,6,0,2,0,0,1
1017,2,0,7,6,6,0.91093,-1.37639,-1.42424,-0.4532100000000001,-0.78155,0.19268,-2.07848,3,6,0,0,6,5,5,3,0,0,5,0,4,0,0,0,6,0,0
1018,0,1,8,6,6,0.13606,-0.94779,1.06238,-1.92595,0.7583,-0.21712,-0.52593,6,3,0,3,5,6,4,0,0,0,0,0,4,0,2,3,3,0,2
1019,0,0,7,5,6,2.127,-2.72827,-1.11902,-0.4532100000000001,-2.4231700000000003,-0.71126,-0.8463700000000001,5,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,3,0,0
1020,0,1,3,0,6,1.37297,-0.15487,1.6565299999999998,-0.91699,-0.40581,-0.21712,0.07987000000000001,5,0,0,0,4,5,4,0,0,0,0,0,6,4,0,4,2,0,0
1021,0,1,7,6,6,-0.67825,-0.30033000000000004,1.06238,-1.07533,-2.4231700000000003,1.29221,0.7654,6,4,0,0,6,5,4,0,0,0,0,0,4,0,5,0,4,0,0
1022,0,0,3,6,5,0.31287,-1.09207,0.44585,0.59042,-0.65253,0.88113,0.07987000000000001,4,6,0,5,6,3,5,0,0,3,0,0,3,3,3,3,3,0,3
1023,0,0,8,6,6,-1.1943,-0.94779,-0.71727,-0.30172,-0.40581,-0.21712,-0.52593,5,0,0,0,2,4,4,0,0,0,0,0,3,0,0,0,3,0,0
1024,3,1,0,6,6,0.13606,0.32197,0.44585,-0.91699,-0.00665,0.19268,0.40148,2,0,2,2,6,2,6,0,0,2,2,0,0,2,2,2,0,0,2
1025,2,0,8,6,0,0.62967,0.32197,-0.45174,-0.01729,0.5848899999999999,1.29221,1.2247,5,2,2,2,6,3,4,1,1,3,1,1,0,1,0,1,5,0,1
1026,0,0,5,6,6,-0.34799,0.80523,0.58331,0.59042,1.3061200000000002,-0.21712,1.92173,5,3,0,0,5,6,6,0,0,3,0,0,2,4,4,4,4,0,5
1027,0,0,8,5,6,0.52135,-0.94779,-0.8473200000000001,-1.07533,-0.40581,-0.21712,0.40148,5,2,2,3,6,2,6,2,0,2,0,2,0,2,0,2,5,0,2
1028,0,1,7,0,6,-0.67825,0.32197,0.58331,1.11406,-0.00665,0.19268,0.7654,3,4,0,0,6,6,6,0,0,0,0,0,4,0,0,0,5,0,0
1029,1,1,7,5,6,0.22393,-1.37639,-0.17779,-1.07533,-1.38502,1.29221,0.40148,3,2,1,3,3,2,4,2,1,2,2,0,2,1,1,1,6,0,1
1030,0,1,7,6,6,0.22393,-0.69509,0.14143,-0.60633,-0.27607,0.19268,0.40148,6,3,0,0,6,6,6,3,0,0,0,0,2,3,0,3,3,0,0
1031,0,0,7,5,6,1.23461,-0.57545,0.44585,-0.60633,-1.0145,0.52975,1.92173,6,3,0,2,6,6,5,3,0,4,0,0,4,0,0,0,6,0,1
1032,0,1,6,5,6,0.52135,0.47617,1.88511,-0.01729,-0.52745,0.52975,0.7654,6,3,3,0,6,3,4,3,0,4,0,4,3,0,0,0,6,0,0
1033,0,0,7,6,6,0.52135,0.80523,0.8830899999999999,-0.15487,-0.27607,1.29221,1.2247,6,0,3,2,6,6,4,3,0,4,3,3,3,4,2,4,6,0,2
1034,1,1,7,6,6,-2.05048,0.47617,0.58331,0.59042,0.7583,-1.37983,-0.8463700000000001,4,4,0,4,6,4,5,0,0,0,0,0,0,0,4,2,5,0,1
1035,2,0,5,6,6,1.23461,-1.50796,-0.01928,2.75696,-0.78155,-0.21712,-2.07848,6,0,0,0,6,6,6,0,0,3,0,0,0,0,0,2,0,0,0
1036,0,0,7,6,6,0.22393,-0.80615,0.7233,2.23427,1.13407,0.52975,1.2247,5,0,0,3,6,3,4,0,0,0,0,0,3,0,0,0,3,0,3
1037,0,1,7,6,6,0.73545,-0.15487,0.58331,-0.7609600000000001,0.41594,-0.71126,0.07987000000000001,6,3,0,6,6,6,6,4,0,3,0,0,6,0,5,0,6,0,3
1038,2,0,5,5,6,0.62967,-0.15487,-1.97495,-0.15487,-1.0145,0.88113,0.40148,6,1,0,2,6,1,3,1,0,1,0,0,0,1,0,1,6,0,1
1039,2,1,8,5,6,0.22393,-2.11437,-2.09015,-1.34289,-1.38502,1.86203,0.7654,6,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1040,1,1,7,4,6,1.02119,-0.57545,0.14143,0.94156,-0.52745,0.88113,-0.21575,5,3,2,2,6,5,5,3,4,2,0,5,3,5,0,3,6,0,0
1041,1,0,5,5,6,0.91093,-0.43999,-1.42424,0.7609600000000001,-0.65253,-1.37983,-0.52593,6,0,0,0,6,3,6,3,0,0,0,0,0,0,0,0,0,0,0
1042,0,1,7,5,6,0.73545,1.2861,1.43533,0.94156,-0.89891,1.29221,1.2247,6,3,0,0,6,5,6,3,0,0,0,3,3,0,3,3,6,0,0
1043,1,0,5,6,6,1.37297,1.2861,1.88511,-2.5383,-1.25773,1.29221,1.2247,5,0,0,5,6,3,4,5,0,1,3,1,4,1,5,0,0,0,1
1044,0,1,7,6,6,1.23461,-1.23177,0.44585,-0.01729,0.25953000000000004,-1.37983,-1.5485799999999998,5,3,0,4,5,3,5,2,0,2,0,2,2,2,3,0,3,0,1
1045,0,1,5,5,6,-1.43907,2.57309,0.44585,-0.7609600000000001,0.5848899999999999,0.88113,1.92173,6,0,0,3,6,6,4,5,0,0,0,0,6,0,0,0,6,0,0
1046,0,1,6,5,6,-1.1943,0.63779,-0.01928,0.28783000000000003,-0.52745,-0.21712,-0.52593,5,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,4,0,0
1047,0,0,7,6,6,1.02119,0.47617,1.43533,1.6110799999999998,-0.65253,0.88113,0.7654,5,3,0,3,6,5,4,3,0,5,0,3,2,3,0,3,5,0,3
1048,1,1,0,4,6,-1.5507799999999998,-0.15487,0.7233,-1.92595,0.25953000000000004,0.19268,1.2247,5,2,2,3,6,5,3,4,0,5,0,0,0,0,2,0,1,0,1
1049,0,1,7,6,6,-0.67825,-0.43999,-0.97631,-0.30172,-0.27607,-0.21712,-0.21575,5,0,0,3,6,6,4,0,0,3,0,0,3,3,0,4,6,0,2
1050,0,1,3,1,6,1.23461,-0.57545,-1.55521,-1.92595,-2.04506,1.29221,1.92173,6,5,0,4,5,5,5,6,0,4,5,0,4,3,5,3,6,0,0
1051,0,0,7,6,6,0.41667,-0.57545,0.44585,-0.30172,-0.40581,-0.21712,-0.21575,5,0,0,2,4,6,4,2,0,2,0,0,2,2,0,3,3,0,0
1052,1,1,1,5,6,-0.79151,1.2861,1.6565299999999998,-0.60633,0.5848899999999999,0.19268,0.40148,6,2,2,4,5,4,5,2,0,4,0,4,3,6,0,3,6,0,6
1053,1,0,7,6,6,0.22393,-0.15487,0.7233,0.59042,1.46191,-1.37983,-1.18084,4,2,2,3,5,5,4,2,2,2,0,0,2,0,2,2,2,0,1
1054,2,0,3,6,6,0.31287,-1.23177,-1.11902,-1.7719999999999998,-1.38502,0.19268,0.40148,4,5,0,3,5,4,5,2,0,0,0,0,6,1,2,1,3,0,1
1055,0,1,8,6,6,0.73545,-1.09207,-1.2755299999999998,-0.4532100000000001,-0.40581,0.52975,0.40148,5,4,0,4,6,6,3,0,0,0,0,0,4,0,0,3,0,0,0
1056,0,1,7,6,6,-0.58016,-0.15487,0.7233,0.94156,-0.27607,-0.71126,0.40148,5,0,0,0,6,5,5,0,0,3,0,0,5,5,3,0,3,0,0
1057,3,0,5,4,6,-0.58016,0.0033200000000000005,1.6565299999999998,0.59042,0.93949,-1.37983,-0.52593,5,1,1,0,2,1,6,1,0,0,1,0,0,1,0,1,1,0,0
1058,0,0,3,6,5,-0.24649,0.63779,-1.42424,0.13136,0.7583,1.29221,0.07987000000000001,2,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0
