,CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50,ground_truth
793,3.26,0.8109999999999999,0.7020000000000001,0,0,4.412,0.6533110157966313,0
794,2.982,0.496,1.151,0,1,1.783,0.362904069463333,0
795,2.019,1.126,0.7929999999999999,0,0,3.314,0.48927712103776555,0
796,2.508,0.58,0.941,0,0,1.7009999999999998,0.3908358614917879,0
797,3.4610000000000003,0.223,1.12,0,0,2.813,0.48320954074694006,0
798,2.233,0.64,0.92,1,0,2.37,0.49136939010356734,0
799,2.477,0.405,0.8759999999999999,1,0,1.6669999999999998,0.488754053771315,0
800,3.394,0.0,0.868,0,0,3.677,0.43372737734072603,0
801,2.937,0.499,0.8,0,0,3.945,0.5017261219792866,0
802,3.012,0.223,0.76,0,0,2.637,0.46919133800606766,0
803,3.315,0.223,0.799,0,0,3.127,0.4659483209540747,0
804,2.11,1.15,0.72,1,0,3.157,0.5717125222303588,0
805,4.2780000000000005,0.405,1.345,0,0,3.5460000000000003,0.48279108693377976,0
806,3.179,0.0,0.805,0,0,3.386,0.4465948320954075,0
807,2.834,0.134,1.009,0,0,2.066,0.3551626739198661,0
808,2.448,0.638,1.121,0,0,1.7009999999999998,0.29825295533005547,0
809,3.921,0.134,1.789,0,0,2.502,0.3983680301286746,0
810,3.532,0.134,1.518,0,0,2.813,0.40862014855110373,0
811,3.585,0.331,1.491,0,0,2.224,0.36374097708965375,0
812,3.0860000000000003,0.948,0.7509999999999999,0,0,3.5860000000000003,0.5287163929281306,0
813,3.465,0.0,0.8370000000000001,0,0,3.876,0.4975415838476828,0
814,3.315,0.223,0.799,0,0,3.127,0.45893921958363854,0
815,1.855,1.179,1.44,0,0,1.587,0.2913484674129093,0
816,2.866,0.223,1.288,2,0,1.335,0.3512919761481327,0
817,2.137,0.223,1.179,0,0,0.655,0.33842452139345125,0
818,3.036,0.405,1.205,0,1,2.351,0.4387488230986505,0
819,3.111,0.405,1.05,0,2,1.756,0.5352024270321163,0
820,2.677,0.331,1.582,0,1,0.586,0.29731143425044465,0
821,1.962,1.345,0.7829999999999999,0,0,3.617,0.553928235171043,0
822,2.442,0.934,0.984,0,1,2.991,0.4346688984203369,0
823,3.1710000000000003,0.134,1.011,0,0,2.186,0.41123548488335604,0
824,2.982,0.496,1.151,0,1,1.783,0.37786379328381636,0
825,3.874,0.638,1.352,4,1,2.575,0.47159744743173976,0
826,2.43,0.496,0.83,1,0,1.132,0.9300952999314497,1
827,2.435,1.113,1.109,0,1,2.354,-0.15240107923529916,1
828,3.247,0.8740000000000001,1.221,0,1,2.659,0.44031802489800187,0
829,2.928,1.113,1.185,0,1,2.927,0.11190818500205035,1
830,3.235,1.131,0.996,0,0,2.7230000000000003,0.5545559158907836,0
831,3.177,0.629,0.871,0,0,3.315,0.3464797572967884,0
832,2.495,0.56,0.835,1,0,1.099,0.4153154095616696,0
833,2.233,0.57,0.883,0,0,1.501,0.3422952191651847,0
834,3.179,0.0,1.063,0,0,2.942,0.39313735746416995,0
835,2.728,0.223,0.953,0,0,1.859,0.40213411444711794,0
836,2.62,0.499,0.99,0,0,3.21,0.436970394392719,0
837,2.126,0.83,0.899,0,0,3.478,0.43320431007427557,0
838,2.216,0.5820000000000001,0.8390000000000001,0,0,2.127,0.4498378491474004,0
839,2.62,0.288,0.8390000000000001,0,0,3.045,0.38706977717334456,0
840,2.834,0.134,0.95,0,0,1.859,0.3208494612407156,0
841,2.086,0.64,0.838,0,0,2.127,0.41238623286954706,0
842,3.407,0.0,1.111,0,0,3.259,0.4329950831676954,0
843,3.012,0.223,1.023,0,0,2.193,0.4045402238727901,0
844,2.477,0.83,0.983,0,0,3.795,0.4694005649126478,0
845,2.477,0.83,0.983,0,0,3.795,0.4906370959305367,0
846,2.08,0.8909999999999999,0.816,0,0,2.729,0.44764096662830843,0
847,2.888,0.251,0.944,0,0,1.246,0.19688251909195523,0
848,2.08,0.8909999999999999,0.816,0,0,2.729,0.5163720054398996,0
849,2.126,1.278,0.8959999999999999,0,0,4.634,0.6027827178575165,0
850,1.925,1.16,0.8009999999999999,0,0,3.314,0.5376085364577885,0
851,3.69,0.223,0.883,0,0,3.887,0.6895072706350037,0
852,3.814,0.331,1.225,0,1,3.345,0.3813160372423894,0
853,2.888,0.405,1.472,1,2,1.5219999999999998,0.5285071660215505,0
854,2.824,0.223,1.051,0,0,1.533,0.41813997280050214,0
855,1.855,1.067,1.244,0,0,1.587,0.35924259859817975,0
856,2.802,0.223,1.6,1,0,1.064,0.40631865257872163,0
857,1.92,1.079,1.7380000000000002,0,0,2.604,0.5128968658978881,1
858,2.802,0.223,1.6,0,1,1.064,0.17731980332670783,0
859,2.435,0.331,1.5319999999999998,0,1,0.586,0.20514698190187255,0
860,3.611,0.331,2.017,0,0,1.393,0.29354534993200126,0
861,2.215,0.887,0.888,0,0,1.395,0.4216968302123653,0
862,3.16,1.028,0.809,0,0,3.842,0.6157547860654881,0
863,3.26,0.405,1.151,1,0,2.11,0.39564808034313215,0
864,1.965,0.405,1.169,1,0,-0.145,0.5644210853830359,1
865,1.783,0.629,0.75,1,0,0.736,0.35641803535934724,0
866,2.3480000000000003,0.762,0.85,0,0,2.6210000000000004,0.38874359242598605,0
867,3.4610000000000003,0.223,1.12,0,0,2.813,0.46134532900931063,0
868,3.407,0.0,1.111,0,0,3.259,0.4420964536039335,0
869,2.824,0.223,1.0,0,1,2.102,0.29469609791819235,0
870,2.233,0.64,0.92,0,1,2.102,0.3726331206193117,0
871,2.08,0.496,0.858,0,0,1.887,0.31059734281828644,0
872,2.434,1.17,0.996,1,0,1.391,0.36844858248770795,0
873,2.765,0.331,0.951,0,1,1.49,0.10986320706545738,1
874,2.43,0.496,0.946,0,0,2.241,0.3773407260173659,0
875,2.252,1.075,0.885,0,0,2.005,0.5492206297729888,0
876,2.508,0.58,0.941,0,0,1.7009999999999998,0.33361230254210694,0
877,2.508,0.58,0.941,0,0,1.7009999999999998,0.3443874882309866,0
878,2.251,0.638,0.871,1,0,1.61,0.4564284967046763,0
879,2.094,0.8270000000000001,0.86,0,0,1.886,0.43791191547232977,0
880,3.739,0.0,1.25,2,2,3.267,0.47965268333507693,0
881,3.332,0.134,1.519,0,0,2.51,0.35171042996129304,0
882,2.43,0.496,0.946,0,0,2.241,0.3544303797468355,0
883,2.815,0.56,1.585,1,1,0.43,0.4746312375771524,0
884,1.5,0.405,1.669,0,1,-0.386,0.27283188618056287,0
885,3.1260000000000003,0.693,1.69,2,2,1.024,0.44241029396380377,0
886,3.86,0.223,1.429,0,0,2.502,0.4044356104195,0
887,1.814,1.3159999999999998,1.074,0,1,1.119,0.5509917787662978,1
888,3.69,1.159,1.295,0,2,4.449,0.5958782299403703,0
889,4.211,0.932,1.045,0,1,4.832,0.9271890365100952,0
890,2.16,1.16,1.607,0,0,1.94,0.3218955957736165,0
891,4.327,0.56,1.254,2,5,3.399,0.6935871953133173,0
892,3.057,1.636,0.995,0,2,4.452,0.7423993577438287,1
893,3.401,0.732,1.185,0,1,2.7910000000000004,0.36363636363636365,0
894,2.086,1.501,0.7659999999999999,0,0,3.909,0.6318652578721623,0
895,3.08,0.223,1.462,2,0,1.442,-0.22616493152731476,1
896,3.41,0.134,1.722,0,0,-1.1740000000000002,0.310074275551836,0
897,3.1010000000000004,1.535,1.3259999999999998,0,1,1.655,0.6470342085992259,0
898,3.599,0.7020000000000001,1.514,2,1,3.247,1.1393402113326285,1
899,2.986,0.961,1.669,0,4,1.798,0.3241970917459986,0
900,2.804,1.11,0.618,0,6,1.317,0.6487080238518673,0
901,3.67,0.728,2.11,0,3,2.2880000000000003,0.30452976252746106,0
902,3.475,0.405,0.875,1,2,3.148,0.4969139031279423,0
903,2.801,0.728,2.226,0,2,0.736,0.31969871325452454,0
904,3.652,0.872,0.867,2,3,3.983,0.41709383826760127,0
905,3.763,0.916,0.878,0,6,2.918,0.4984831049272937,0
906,2.8310000000000004,1.393,1.077,0,1,0.906,0.5506852181190501,0
907,4.057,1.032,1.183,1,3,4.754,0.8523904174076787,0
