,AT,V,AP,RH,PE,ground_truth
4713,19.48,39.72,1001.75,55.41,0.4887417218543053,0
4714,24.45,68.63,1013.38,45.35,0.3452980132450332,0
4715,21.5,50.32,1008.65,81.68,0.29735099337748316,0
4716,35.03,68.27,1006.55,43.82,0.07894039735099412,0
4717,27.22,69.04,1008.89,70.62,0.2727152317880801,0
4718,13.35,41.44,1015.9,66.04,0.7007947019867551,0
4719,6.72,38.91,1016.89,90.47,0.8692715231788073,0
4720,19.05,53.16,1013.22,82.8,0.4701986754966887,0
4721,29.95,73.42,1011.44,66.32,0.16622516556291433,0
4722,12.45,37.92,1008.03,61.87,0.6666225165562913,0
4723,11.22,43.13,1017.24,80.9,0.7108609271523179,0
4724,17.66,60.08,1017.22,86.96,0.48158940397351024,0
4725,25.97,57.32,1012.13,47.48,0.2976158940397351,0
4726,19.15,56.53,1019.95,84.1,0.47867549668874165,0
4727,23.63,58.79,1017.2,67.68,0.2993377483443709,0
4728,25.68,68.27,1008.05,68.48,0.19377483443708599,0
4729,24.85,70.09,1006.56,70.09,0.26092715231788066,0
4730,26.39,66.49,1012.96,60.35,0.17350993377483448,0
4731,26.47,47.43,1009.09,54.94,0.25350993377483366,0
4732,30.24,68.24,1009.68,64.67,0.07933774834437113,0
4733,32.0,73.17,1009.92,42.47,0.17827814569536482,0
4734,24.85,70.47,1006.64,85.37,0.18821192052980162,0
4735,28.44,67.07,1006.08,50.42,0.17072847682119185,0
4736,30.4,71.97,1008.42,76.28,0.1320529801324506,0
4737,15.25,41.17,1016.0,62.05,0.6423841059602644,0
4738,7.47,40.07,1015.45,50.3,0.9182781456953641,0
4739,17.13,42.86,1014.15,73.6,0.5672847682119198,0
4740,19.13,45.38,1014.72,81.95,0.5255629139072848,0
4741,16.79,44.6,1014.27,48.08,0.5194701986754966,0
4742,6.4,41.17,1019.54,85.37,1.238398161563641,1
4743,19.12,44.85,1014.66,43.66,0.5754966887417217,0
4744,23.13,71.25,1002.49,94.59,0.15430463576158981,0
4745,20.34,46.63,1013.16,79.08,0.44185430463576125,0
4746,29.79,69.34,1008.82,65.13,0.19178807947019916,0
4747,25.99,63.07,1012.5,64.81,0.290066225165563,0
4748,8.01,40.46,1019.42,76.15,0.7305960264900664,0
4749,25.06,62.39,1008.09,82.56,0.23907284768211934,0
4750,11.52,40.8,1024.31,73.49,0.7854304635761586,0
4751,6.57,39.37,1020.2,77.37,0.8964238410596028,0
4752,16.29,53.82,1014.97,73.15,0.5256953642384108,0
4753,29.77,69.98,1013.32,69.6,0.13761589403973495,0
4754,13.15,41.14,1026.72,80.31,0.5460927152317883,0
4755,20.03,45.01,1012.73,56.89,0.5278145695364236,0
4756,20.62,48.41,1007.37,87.51,0.33298013245033076,0
4757,25.16,58.82,1009.63,72.62,0.28794701986754934,0
4758,18.64,52.08,1004.24,99.9,0.41112582781456997,0
4759,24.01,65.18,1012.57,76.02,0.22529801324503307,0
4760,10.58,41.49,1020.43,91.9,0.7010596026490061,0
4761,22.07,69.94,1011.18,80.86,0.26264900662251645,0
4762,25.44,63.13,1011.74,77.83,0.2867549668874174,0
4763,10.59,41.93,1017.7,92.91,0.7892715231788081,0
4764,30.75,73.88,1005.62,57.95,0.22132450331125852,0
4765,26.26,63.73,1010.45,70.61,0.29033112582781495,0
4766,10.67,45.0,1022.99,85.91,0.8154966887417219,0
4767,13.8,44.21,1022.93,83.37,0.6451655629139079,0
4768,26.38,71.58,1011.02,80.9,0.185430463576159,0
4769,16.36,44.88,1018.34,76.0,0.6393377483443707,0
4770,22.06,59.39,1015.26,85.04,0.27880794701986744,0
4771,13.78,40.0,1018.38,68.67,0.5096688741721858,0
4772,21.75,59.8,1016.65,72.94,0.4358940397350999,0
4773,16.44,53.82,1015.4,63.16,0.5540397350993373,0
4774,28.09,70.02,1010.84,51.29,0.23271523178807918,0
4775,11.45,40.8,1027.74,78.6,0.741986754966887,0
4776,8.86,40.8,1028.18,91.0,0.8357615894039734,0
4777,8.97,39.66,1021.63,78.94,0.8259602649006625,0
4778,31.18,70.36,1006.38,56.74,0.24105960264900617,0
4779,19.55,42.04,1009.99,67.87,0.6111258278145693,0
4780,16.81,38.52,1018.26,75.21,0.5132450331125824,0
4781,7.57,41.14,1028.23,87.97,0.7621192052980135,0
4782,10.84,39.18,1023.64,87.1,0.718278145695364,0
4783,20.94,44.58,1016.98,59.65,0.5752317880794697,0
4784,32.27,71.85,1007.88,56.01,0.09668874172185404,0
4785,25.06,64.63,1020.66,54.93,0.3484768211920528,0
4786,6.99,40.07,1014.83,54.36,0.9251655629139073,0
4787,29.22,75.23,1010.49,48.73,0.2425165562913909,0
4788,21.02,61.5,1008.52,77.74,0.3684768211920524,0
4789,14.38,40.66,1016.34,92.37,0.5674172185430466,0
4790,27.97,68.31,1010.64,55.91,0.30569536423841015,0
4791,14.8,44.92,1024.06,91.67,0.5794701986754962,0
4792,27.23,49.16,1004.03,40.8,0.31152317880794644,0
4793,11.17,40.27,1009.54,74.56,0.7406622516556292,0
4794,23.28,48.92,1010.23,41.55,0.38423841059602637,0
4795,14.91,39.28,1014.57,75.23,0.6500662251655625,0
4796,30.13,71.98,1004.95,63.62,0.14225165562913933,0
4797,11.41,41.4,1019.01,78.59,0.3872847682119209,0
4798,12.72,40.64,1021.11,93.24,0.7347019867549669,0
4799,28.75,70.02,1010.33,46.55,0.26556291390728504,0
4800,12.98,39.64,1013.95,74.39,0.7056953642384105,0
4801,13.65,42.86,1015.41,87.67,0.6819867549668874,0
4802,8.02,41.92,1029.8,92.05,0.621854304635761,0
4803,26.92,62.44,1011.09,70.8,0.23483443708609286,0
4804,25.08,51.43,1011.8,71.98,0.024213491731303938,1
4805,8.83,43.56,1014.9,81.55,0.8234437086092719,0
4806,26.6,61.02,1010.26,66.16,0.21099337748344382,0
4807,26.5,66.75,1018.48,61.62,0.145298013245033,0
4808,22.83,59.43,1005.51,83.93,0.2715231788079473,0
4809,17.63,40.55,1002.27,73.42,0.8347710182709221,1
4810,33.37,71.37,1003.75,45.26,0.16437086092715258,0
4811,6.17,40.07,1013.7,58.99,0.992715231788079,0
4812,25.56,58.82,1010.44,70.23,0.27470198675496693,0
4813,14.07,42.86,1032.16,71.53,0.6252980132450334,0
4814,22.18,59.8,1016.77,73.16,0.43682119205297987,0
4815,11.05,40.75,1016.55,87.08,0.7656953642384101,0
4816,31.38,68.27,1006.79,52.79,0.08490066225165549,0
4817,29.78,74.78,1009.28,55.09,0.21364238410596048,0
4818,27.55,63.13,1012.92,71.29,0.27139072847682133,0
4819,28.94,68.67,1005.39,75.24,0.19059602649006546,0
4820,12.79,44.68,1022.51,99.55,0.6025165562913903,0
4821,8.81,43.14,1012.46,73.99,0.8119205298013243,0
4822,5.21,35.79,1012.44,94.35,0.8597350993377484,0
4823,28.73,68.3,1016.53,55.73,0.18397350993377426,0
4824,23.16,69.94,1004.92,68.68,0.2413245033112581,0
4825,13.31,42.18,1016.0,83.94,0.6132450331125829,0
4826,13.02,45.51,1015.24,80.05,0.6384105960264899,0
4827,28.48,54.2,1013.14,49.51,0.26874172185430467,0
4828,16.47,38.01,1022.3,72.29,0.5467549668874172,0
4829,12.19,41.17,1019.43,65.47,0.7335099337748341,0
4830,29.11,74.78,1009.6,56.93,0.24490066225165563,0
4831,31.61,69.04,1008.11,47.96,0.2507284768211919,0
4832,24.94,74.33,1014.3,75.34,0.19801324503311246,0
4833,25.57,65.46,1014.81,38.58,0.32052980132450326,0
4834,27.4,69.13,1001.4,82.47,0.07841059602649025,0
4835,12.58,43.67,1012.86,94.01,0.693907284768212,0
4836,25.39,58.79,1015.85,62.59,0.2814569536423841,0
4837,24.13,48.98,1014.74,40.13,0.5313907284768211,0
4838,15.89,41.7,1018.93,82.68,0.5704635761589403,0
4839,20.12,58.12,1015.47,79.38,0.4380132450331127,0
4840,10.19,37.14,1012.74,73.48,0.7251655629139071,0
4841,27.3,56.85,1011.66,36.09,0.2615894039735096,0
4842,28.44,74.93,1013.88,52.0,0.28158940397351007,0
4843,29.87,69.13,1001.08,72.75,0.08225165562913972,0
4844,26.04,74.67,1016.68,81.2,0.17602649006622517,0
4845,18.12,58.95,1017.82,86.16,-0.0960968645113014,1
4846,24.75,69.89,1015.29,82.01,0.2362913907284767,0
4847,17.62,43.52,1021.01,71.52,0.4925827814569539,0
4848,24.82,57.19,1007.82,71.46,0.2602649006622517,0
4849,29.05,68.24,1007.88,42.67,0.1809271523178806,0
4850,13.09,39.85,1012.86,58.42,0.7368211920529797,0
4851,9.0,40.78,1025.39,99.22,0.6389403973509937,0
4852,15.56,41.04,1025.8,64.81,0.4880794701986755,0
4853,21.5,61.5,1008.43,78.13,0.3651655629139068,0
4854,21.28,70.72,1010.29,86.22,0.3348344370860925,0
4855,26.13,48.06,1013.5,47.67,0.27456953642384097,0
4856,11.02,40.71,1020.3,86.64,0.6496688741721854,0
4857,28.03,68.67,1005.52,58.16,0.24556291390728457,0
4858,16.14,44.63,1019.44,47.85,0.572715231788079,0
4859,23.55,73.18,1011.85,87.97,0.23337748344370812,0
4860,23.96,47.43,1008.38,63.55,0.3523178807947023,0
4861,31.37,74.87,1009.22,56.58,0.2105960264900668,0
4862,18.53,63.91,1010.26,97.8,-0.1317268223900976,1
4863,24.58,48.98,1014.96,38.75,0.523576158940398,0
4864,16.78,39.63,1005.84,87.91,0.6054304635761589,0
4865,22.67,68.08,1013.0,66.59,0.3116556291390733,0
4866,5.15,40.78,1025.34,95.84,0.8313907284768209,0
4867,14.38,40.1,1015.51,81.23,0.6227814569536418,0
4868,27.99,69.89,1013.94,51.25,0.2056953642384105,0
4869,10.1,41.79,1019.36,78.07,0.7129801324503307,0
4870,19.29,50.16,1010.49,97.78,0.39668874172185387,0
4871,25.47,60.75,1007.27,65.91,0.2405298013245032,0
4872,28.55,69.84,1003.38,67.26,0.1647682119205296,0
4873,30.75,71.25,1000.07,65.47,0.15456953642384086,0
4874,10.55,41.92,1030.0,91.23,0.6713907284768208,0
4875,27.54,68.27,1008.12,56.42,0.16874172185430503,0
4876,24.72,68.67,1006.74,79.02,0.30198675496688754,0
4877,27.7,72.24,1011.02,67.6,0.18940397350993354,0
4878,27.38,70.04,1011.18,72.26,0.11417218543046381,0
4879,10.8,41.62,1012.84,93.84,0.5639735099337742,0
4880,23.32,69.13,1010.75,91.84,0.19880794701986737,0
4881,25.2,61.08,1013.04,74.28,0.35536423841059595,0
4882,15.5,39.16,1016.24,78.13,0.6524503311258272,0
4883,23.55,61.87,1009.65,54.83,0.3083443708609277,0
4884,14.14,39.82,1012.46,81.15,0.6921854304635762,0
4885,13.17,36.71,1012.82,72.76,0.7241059602649011,0
4886,14.73,58.2,1019.45,82.48,0.5072847682119201,0
4887,11.03,42.32,1017.26,90.56,0.6709933774834438,0
4888,20.61,60.1,1010.84,80.57,0.39999999999999947,0
4889,24.73,74.22,1010.15,79.83,0.21576158940397328,0
4890,22.35,63.94,1010.32,93.02,0.6511301977092181,1
4891,27.46,61.86,1012.39,66.09,0.257748344370861,0
4892,11.64,41.39,1017.36,83.4,0.7850331125827807,0
4893,27.24,71.25,1000.5,86.28,0.14145695364238442,0
4894,34.48,74.34,1000.91,42.61,0.18119205298013252,0
4895,24.29,57.5,1014.85,67.28,0.3936423841059602,0
4896,18.67,58.46,1016.73,87.7,0.3562913907284768,0
4897,18.33,44.34,1019.55,51.69,0.6429139072847683,0
4898,21.19,50.16,1005.81,84.27,0.3982781456953637,0
4899,28.4,75.23,1011.12,55.01,0.28503311258278075,0
4900,3.21,38.44,1017.11,84.86,0.9625165562913907,0
4901,30.36,69.04,1009.6,58.73,0.21801324503311292,0
4902,15.0,41.17,1015.57,64.82,0.6418543046357623,0
4903,22.19,62.96,1019.54,67.96,0.43403973509933724,0
4904,28.56,69.51,1012.45,46.59,0.1866225165562918,0
4905,23.85,52.3,1005.9,70.95,0.28781456953642426,0
4906,21.36,59.54,1007.99,92.62,0.594480964825421,1
4907,13.98,41.79,1010.6,83.84,0.48821192052980145,0
4908,17.44,44.89,1009.9,80.54,0.4954966887417216,0
4909,26.39,49.16,1005.68,56.18,0.29947019867549685,0
4910,24.92,48.92,1010.11,36.53,0.33509933774834444,0
4911,15.14,39.72,1002.96,72.52,0.5283443708609266,0
4912,5.62,41.31,1001.37,89.16,0.8654304635761596,0
4913,15.75,39.16,1016.31,77.99,0.6438410596026491,0
4914,8.04,40.64,1020.64,89.26,0.7618543046357615,0
4915,7.81,40.71,1023.32,82.08,0.7311258278145694,0
4916,13.87,41.74,1021.42,64.02,0.27142991550749906,1
4917,14.42,48.92,1011.76,76.03,0.5414569536423839,0
4918,29.1,77.95,1010.01,71.48,0.14596026490066194,0
4919,28.41,75.6,1018.48,56.07,0.26516556291390714,0
4920,27.27,72.58,1009.25,89.31,0.11483443708609276,0
4921,24.69,71.73,1010.13,70.54,-0.00502480794651744,1
4922,23.97,44.57,1007.35,62.71,0.3696688741721852,0
4923,25.09,57.43,1013.2,70.42,0.3423841059602655,0
4924,11.3,40.55,1005.97,97.99,0.7478145695364242,0
4925,23.47,69.71,1009.66,88.83,0.2909933774834439,0
4926,28.13,56.9,1007.17,51.66,0.2210596026490066,0
4927,14.79,47.83,1007.27,92.04,0.5690066225165564,0
4928,21.59,61.87,1011.18,57.21,0.3486092715231788,0
4929,24.38,47.01,1015.17,68.96,0.4581456953642391,0
4930,29.16,55.68,1004.84,55.68,0.1957615894039737,0
4931,31.18,69.04,1008.19,49.72,0.1132468105288583,1
4932,23.64,70.04,1011.09,83.35,0.19801324503311246,0
4933,15.0,40.66,1016.28,89.62,0.4817218543046353,0
4934,8.16,39.72,1020.54,82.11,0.7940397350993376,0
4935,23.01,66.54,1009.86,64.53,0.29417218543046353,0
4936,26.16,70.04,1009.63,73.22,0.16291390728476784,0
4937,23.46,59.27,1010.6,79.79,0.3352317880794704,0
4938,16.39,52.75,1024.42,54.61,0.5194701986754966,0
4939,11.67,36.18,1016.03,61.44,0.6953642384105958,0
4940,21.87,69.45,1014.04,71.19,0.26105960264900663,0
4941,17.23,40.12,1013.52,81.55,0.476026490066225,0
4942,28.27,66.56,1007.36,55.99,0.17562913907284727,0
4943,12.27,41.17,1019.41,58.1,0.7267549668874169,0
4944,23.6,48.98,1015.41,48.28,0.37311258278145676,0
4945,11.58,40.66,1017.0,97.13,0.6113907284768212,0
4946,28.26,72.43,1006.68,72.3,0.0786754966887413,0
4947,25.6,58.46,1016.34,66.6,0.2863576158940395,0
4948,11.74,40.6,1013.91,90.57,0.709668874172185,0
4949,28.05,70.36,1006.73,64.42,0.18278145695364234,0
4950,29.9,64.79,1016.9,48.24,0.2801324503311262,0
4951,14.77,49.15,1020.56,80.27,0.628609271523179,0
4952,12.93,45.51,1015.27,87.27,0.6565562913907286,0
4953,10.75,45.01,1018.73,93.16,0.6782781456953648,0
4954,18.64,67.71,1003.84,89.63,0.2913907284768209,0
4955,10.27,40.64,1020.63,84.6,0.7249006622516561,0
4956,27.08,66.05,1017.33,54.68,0.2544370860927154,0
4957,10.59,41.54,1019.94,73.88,0.8815817167701568,1
4958,22.61,44.05,1005.69,76.74,0.3071523178807949,0
4959,25.48,58.95,1017.02,51.16,0.2670198675496689,0
4960,20.86,51.3,1012.03,92.46,0.3895364238410597,0
4961,10.03,41.62,1014.55,95.61,0.5625165562913912,0
4962,23.75,68.51,1013.21,76.01,0.2827814569536429,0
4963,10.36,43.67,1012.16,77.04,0.7683443708609268,0
4964,23.41,74.99,1007.22,84.55,0.2947019867549665,0
4965,25.81,66.51,1016.53,62.19,0.2292715231788076,0
4966,20.79,57.32,1012.47,70.09,0.34331125827814546,0
4967,19.69,56.65,1020.82,71.54,0.44635761589403966,0
4968,26.16,63.76,1010.03,68.77,0.22490066225165606,0
4969,19.94,38.52,1018.4,55.9,0.4002649006622523,0
4970,30.52,71.77,1006.22,56.4,0.07788079470198639,0
4971,25.0,59.43,1007.84,68.91,0.23867549668874144,0
4972,21.16,50.66,1014.13,72.77,0.4715231788079475,0
4973,22.89,73.11,1006.66,73.11,0.26344370860927135,0
4974,6.65,38.5,1014.01,87.6,0.9441059602649009,0
4975,24.24,71.58,1010.15,91.14,0.23165562913907323,0
4976,24.42,66.56,1002.04,84.7,0.18437086092715216,0
4977,13.32,44.2,1020.02,78.78,0.6001324503311256,0
4978,23.83,71.37,1002.04,64.78,0.3050331125827821,0
4979,28.79,68.51,1013.02,62.84,0.5632081216737334,1
4980,14.87,35.71,1015.53,57.7,0.6422516556291393,0
4981,10.52,41.01,1020.35,93.58,0.6157615894039736,0
4982,22.49,61.27,1019.6,57.1,0.3741721854304636,0
4983,4.89,45.87,1007.58,99.35,0.8268874172185434,0
4984,10.76,40.78,1023.81,87.96,0.6584105960264903,0
4985,19.11,58.95,1017.07,85.49,0.3924503311258274,0
4986,17.23,41.1,1002.45,68.88,0.5817218543046359,0
4987,29.1,73.4,1011.35,57.31,0.2197350993377487,0
4988,5.98,39.61,1017.27,84.86,0.8200000000000003,0
4989,21.99,42.48,1011.77,74.04,0.48198675496688725,0
4990,25.09,71.58,1010.17,86.01,0.1887417218543046,0
4991,30.35,69.51,1009.95,39.24,0.1299337748344369,0
4992,7.28,39.81,1017.61,87.56,0.8309933774834439,0
4993,21.08,46.93,1014.49,63.33,0.44516556291390774,0
4994,16.34,41.16,1006.36,75.52,0.5602649006622515,0
4995,27.59,71.97,1008.64,88.22,0.22609271523178798,0
4996,15.75,39.0,1015.91,69.58,0.5360264900662255,0
4997,21.9,47.43,1006.8,60.48,0.4221192052980127,0
4998,24.57,66.54,1004.44,83.15,0.16092715231788102,0
4999,19.95,50.59,1016.11,73.23,0.516688741721854,0
5000,13.66,40.55,1005.46,96.02,0.6283443708609271,0
5001,21.73,61.45,1010.27,91.59,0.10095155576627057,1
5002,15.07,50.88,1014.33,100.12,0.5842384105960265,0
5003,30.82,78.87,1012.06,70.69,0.1556291390728477,0
5004,30.69,69.89,1013.9,42.85,0.1423841059602644,0
5005,21.91,58.62,1015.95,72.87,0.3969536423841058,0
5006,8.77,40.77,1011.54,89.58,0.7986754966887419,0
5007,9.57,52.75,1022.32,75.4,0.6711258278145698,0
5008,14.57,37.86,1022.44,68.82,0.5737748344370859,0
5009,34.53,73.03,1013.53,36.74,0.22211920529801255,0
5010,20.86,57.32,1010.24,76.64,0.3472847682119209,0
5011,22.84,71.25,1001.9,96.45,0.1800000000000006,0
5012,24.65,64.63,1020.52,53.45,0.3414569536423846,0
5013,30.15,67.32,1013.83,32.8,0.22066225165562958,0
5014,17.8,43.72,1008.71,78.5,0.5120529801324505,0
5015,10.95,40.81,1016.19,77.96,0.7165562913907282,0
5016,19.4,49.69,1012.89,75.53,0.4680794701986759,0
5017,26.09,49.3,1003.79,66.19,0.2590728476821189,0
5018,28.76,60.23,1010.03,58.24,0.22728476821192078,0
5019,28.91,70.72,1009.7,67.5,0.26066225165562873,0
5020,12.0,41.17,1019.48,58.71,0.7170860927152312,0
5021,25.71,71.14,1010.02,66.39,0.16158940397350996,0
5022,18.78,63.09,1019.22,80.2,0.4317880794701985,0
5023,20.73,59.87,1019.08,80.48,0.33006622516556305,0
5024,22.97,64.15,1021.0,70.61,0.394834437086093,0
5025,13.17,38.91,1016.55,74.47,0.6671523178807943,0
5026,13.61,41.16,1020.49,75.09,0.5617218543046363,0
5027,30.34,68.08,1010.85,49.4,0.10701986754966875,0
5028,31.02,70.4,1006.24,77.86,0.14715231788079475,0
5029,12.6,41.74,1022.13,67.89,0.7148344370860933,0
5030,18.81,49.15,1020.79,67.09,0.523841059602649,0
5031,20.17,58.12,1015.41,79.47,0.46344370860927153,0
5032,7.61,41.26,1009.05,97.32,0.8002649006622518,0
5033,24.55,57.5,1015.36,62.45,0.35814569536423857,0
5034,12.77,36.71,1013.29,86.4,0.7328476821192051,0
5035,29.5,72.86,1004.63,52.17,0.25390728476821156,0
5036,7.26,41.22,1014.86,97.82,0.9071523178807945,0
5037,15.74,71.14,1019.65,65.94,0.4904635761589402,0
5038,21.79,58.2,1017.21,66.74,0.35337748344370823,0
5039,9.18,39.42,1025.41,69.46,0.21009598221240477,1
5040,20.24,58.41,1013.73,99.59,0.38715231788079496,0
5041,22.31,51.19,1009.38,79.72,0.32423841059602676,0
5042,16.63,39.16,1005.85,72.02,0.5301986754966892,0
5043,21.46,74.87,1009.23,86.58,0.33430463576158953,0
5044,21.06,62.91,1011.92,75.52,0.4630463576158945,0
5045,28.86,73.4,1011.37,58.76,0.2525827814569537,0
5046,26.6,61.41,1012.35,54.42,0.41245033112582785,0
5047,13.67,44.92,1023.6,85.35,0.6284768211920531,0
5048,18.1,48.06,1015.47,82.47,0.4474172185430465,0
5049,22.59,66.54,1005.11,92.62,0.21761589403973502,0
5050,29.78,70.98,1007.82,77.59,0.2127152317880796,0
5051,22.25,59.8,1016.79,69.02,0.04604165482760225,1
5052,30.38,74.16,1007.44,74.77,0.16662251655629134,0
5053,17.18,40.55,1000.47,72.03,0.5492715231788079,0
5054,16.58,44.68,1021.5,83.38,0.5113907284768215,0
5055,11.72,40.92,1023.35,88.55,0.6042384105960261,0
5056,23.25,63.86,1017.82,59.64,0.32927152317880815,0
5057,10.23,41.46,1020.45,84.95,0.8027814569536424,0
5058,25.33,48.6,1002.54,68.45,0.2943046357615895,0
5059,5.48,40.07,1019.63,65.62,1.0,0
5060,23.74,49.21,1012.78,42.5,0.363046357615894,0
5061,27.22,66.49,1013.45,42.41,0.22490066225165606,0
5062,18.83,58.46,1016.85,87.16,0.3890066225165558,0
5063,33.83,67.9,1005.94,29.86,0.10410596026490104,0
5064,24.77,58.41,1013.78,80.57,0.34450331125827827,0
5065,28.55,74.33,1011.77,73.34,0.0823841059602648,0
5066,25.61,52.36,1014.1,62.9,0.4127152317880798,0
5067,10.38,37.73,1021.5,75.02,0.7252980132450331,0
5068,27.35,69.48,1008.51,65.81,0.5848765625325426,1
5069,4.49,38.44,1015.47,76.96,0.8678145695364234,0
5070,22.49,58.71,1009.75,76.43,0.3055629139072842,0
5071,12.04,40.1,1014.42,89.65,0.7154966887417213,0
5072,27.39,69.14,1008.82,78.35,0.19814569536423843,0
5073,21.73,50.32,1008.51,84.62,0.2892715231788081,0
5074,7.64,40.02,1031.58,71.19,0.7837086092715229,0
5075,33.38,71.06,1008.1,64.83,0.1419867549668874,0
5076,8.96,40.05,1015.91,89.4,0.6222516556291389,0
5077,22.31,70.32,1009.22,89.53,0.23271523178807918,0
5078,12.57,43.8,1023.2,56.85,0.6148344370860928,0
5079,14.57,25.88,1008.92,69.16,0.580794701986755,0
5080,14.22,48.6,1006.26,88.05,0.5222516556291392,0
5081,15.14,37.85,1010.33,84.3,0.636423841059603,0
5082,24.29,62.91,1013.04,65.85,0.29033112582781495,0
5083,14.24,39.52,1018.22,77.19,0.6390728476821188,0
5084,14.85,44.63,1020.67,75.76,0.5271523178807946,0
5085,7.89,39.37,1016.28,84.66,0.8418543046357616,0
5086,14.04,40.56,1018.4,65.79,0.8195809005637942,1
5087,30.18,68.24,1009.31,64.06,0.09430463576158932,0
5088,14.07,46.18,1017.77,87.83,0.5932450331125825,0
5089,18.23,45.01,1012.24,73.86,0.44768211920529843,0
5090,22.99,61.02,1009.88,81.56,0.2727152317880801,0
5091,16.3,38.73,1001.79,73.45,0.6018543046357614,0
5092,27.37,72.58,1008.16,79.94,0.10317880794702017,0
5093,24.82,59.27,1012.76,72.34,0.32516556291390764,0
5094,19.41,49.39,1020.84,81.89,0.38384105960264936,0
5095,16.63,53.82,1015.18,66.09,0.5037086092715235,0
5096,6.67,36.08,1022.31,83.51,0.8776158940397352,0
5097,22.69,54.2,1012.92,65.55,0.3178807947019866,0
5098,24.43,67.25,1017.99,74.27,0.21509933774834433,0
5099,12.85,40.35,1011.29,81.27,0.6944370860927149,0
5100,23.15,66.48,1003.71,76.0,0.20344370860927175,0
5101,27.35,77.95,1017.43,73.36,0.22980132450331148,0
5102,13.8,45.08,1023.99,79.72,0.6152317880794698,0
5103,7.71,38.06,1021.0,83.47,0.8280794701986753,0
5104,33.82,72.29,1008.67,46.95,0.15721854304635752,0
5105,18.61,47.83,1006.43,78.89,0.44966887417218526,0
5106,17.8,46.48,1007.27,81.31,0.4291390728476827,0
5107,27.1,52.84,1006.28,53.85,0.24927152317880807,0
5108,15.36,41.35,1002.4,91.67,0.20880210174797587,1
5109,8.42,37.49,1009.22,82.15,0.7762913907284767,0
5110,20.25,63.91,1009.27,97.97,0.37231788079470185,0
5111,11.6,39.96,1011.65,80.79,0.701456953642384,0
5112,13.95,71.14,1019.76,75.51,0.5419867549668878,0
5113,21.99,51.19,1009.19,82.58,0.35324503311258315,0
5114,28.1,61.02,1011.28,59.05,0.22834437086092674,0
5115,10.94,39.04,1021.81,86.02,0.7806622516556292,0
5116,20.04,49.39,1020.62,78.84,0.3890066225165558,0
5117,17.57,43.7,1015.53,67.22,0.5745695364238408,0
5118,14.43,39.82,1012.56,78.52,0.661059602649007,0
5119,16.37,54.3,1017.94,63.63,0.5259602649006627,0
5120,13.82,40.2,1013.19,90.11,0.6189403973509933,0
5121,10.37,37.5,1013.19,79.25,0.6998675496688742,0
5122,28.02,71.77,1006.5,72.41,0.11019867549668838,0
5123,29.98,47.93,1002.46,42.73,0.2454304635761595,0
5124,16.55,41.93,1022.71,42.73,0.6160264900662247,0
5125,19.27,50.9,1011.72,83.14,0.46132450331125785,0
5126,29.25,71.94,1007.18,63.62,0.09576158940397317,0
5127,19.12,50.16,1011.52,99.71,0.41364238410596066,0
5128,22.07,70.72,1010.52,82.96,0.2996026490066228,0
5129,26.0,69.89,1015.12,73.06,0.17536423841059623,0
5130,25.51,67.69,1004.53,80.03,0.16900662251655607,0
5131,13.83,43.22,1010.62,70.8,0.5845033112582776,0
5132,21.08,63.13,1013.53,98.0,0.3079470198675498,0
5133,16.74,39.16,1005.68,71.17,0.5325827814569539,0
5134,21.04,54.2,1012.26,85.61,0.3066225165562919,0
5135,28.97,73.5,1010.47,48.24,0.19814569536423843,0
5136,17.45,50.9,1012.16,83.8,0.5087417218543049,0
5137,20.82,57.76,1019.15,72.46,0.45509933774834455,0
5138,7.64,41.17,1020.01,75.14,0.9042384105960259,0
5139,24.85,71.98,1005.97,95.09,0.5110425797072236,1
5140,12.69,40.71,1021.62,80.19,1.0384621470146174,1
5141,18.32,66.86,1012.02,70.0,0.45298013245033086,0
5142,26.13,79.74,1005.61,90.27,0.1460927152317879,0
5143,18.99,59.27,1012.15,89.39,0.43894039735099266,0
5144,28.31,70.32,1007.88,47.0,0.6491978083751108,1
5145,31.7,70.36,1006.26,58.18,0.2400000000000002,0
5146,10.18,35.76,1019.71,66.7,0.7026490066225168,0
5147,22.49,62.52,1016.57,63.69,0.41867549668874204,0
5148,16.98,44.85,1015.48,51.77,0.7803414661503772,1
5149,14.1,42.18,1015.05,78.25,0.5700662251655633,0
5150,12.27,41.17,1019.41,58.1,0.7267549668874169,0
5151,31.19,68.3,1014.86,39.1,0.1353642384105962,0
5152,13.32,43.22,1009.45,75.3,0.6168211920529796,0
5153,24.26,61.02,1009.78,76.68,0.2993377483443709,0
5154,27.33,73.18,1012.26,82.18,0.12079470198675502,0
5155,30.97,74.22,1007.93,49.74,0.14993377483443648,0
5156,21.71,60.77,1017.95,85.07,0.060491204157967826,1
5157,22.26,60.37,1008.14,92.37,0.2790728476821194,0
5158,27.75,77.24,1007.48,78.37,0.1762913907284771,0
5159,25.18,47.93,1002.92,60.33,0.2785430463576164,0
5160,30.71,68.24,1006.15,34.15,0.12119205298013291,0
5161,26.42,71.06,1008.12,87.32,0.2031788079470198,0
5162,10.4,45.01,1018.58,93.48,0.669271523178808,0
5163,12.21,44.34,1017.98,86.17,0.725827814569536,0
